
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   AMprs,_inHG |   AMtmp,_degC |   LEtmp,_degC |   _dens,ratio |   ____A,_ktas |   ____Q,__psf |   gravi,_fts2 |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,south |   __lon,_west |   thro1,_part |   thro2,_part |   empty,___lb |   payld,___lb |   _fuel,totlb |   jetti,___lb |   curnt,___lb |   maxim,___lb |   ___cg,ftref |   _lift,___lb |   _drag,___lb |   _side,___lb |   __L/D,ratio |   ___cl,total |   ___cd,total | 
      0.01482 |       0.03039 |       0.03039 |       0.00000 |      22.87038 |      23.87038 |     811.51770 |      -2.94601 |       0.43832 |       0.44030 |       0.44030 |      -3.39020 |       0.50669 |       0.50669 |      29.83018 |      16.79024 |      16.79024 |       0.99102 |     663.46912 |       0.00065 |      32.14631 |     -88.47221 |       0.40008 |      72.86917 |      87.47120 |       0.00000 |      63.45765 |      10.88955 |      59.83727 |       0.01125 |       1.00000 |       0.90666 |      62.00000 |       9.00000 |       0.01175 |       0.01099 |   28550.00195 |    4924.49902 |    5602.50000 |       0.00000 |   39077.00391 |   49604.00000 |       0.00000 |       0.11020 |      -7.70810 |      -0.01456 |      -0.01430 |       0.20633 |     -14.43163 | 
      5.05755 |       1.05125 |       1.05125 |       0.00000 |      22.87065 |      23.87065 |     811.51770 |      -1.06512 |       0.53063 |       0.53304 |       0.53304 |      -1.22572 |       0.61341 |       0.61341 |      29.82941 |      16.78870 |      16.78873 |       0.99100 |     663.46735 |       0.00095 |      32.14630 |     -89.60828 |      -3.96357 |     169.29150 |      87.29288 |       0.07168 |      63.45765 |      10.88955 |      60.61940 |       0.79298 |       1.00000 |      39.30194 |      62.00000 |       9.00000 |       0.63896 |       0.60532 |   28550.00195 |    4924.49902 |    5602.23340 |       0.00000 |   39076.73047 |   49604.00000 |       0.00000 |      -1.79346 |     -34.79839 |      -0.80870 |       0.05154 |      -2.29116 |     -44.45521 | 
      6.05000 |       2.04378 |       2.04378 |       0.00000 |      22.87089 |      23.87089 |     811.51770 |       1.01862 |       1.72209 |       1.72989 |       1.72989 |       1.17221 |       1.99072 |       1.99072 |      29.82927 |      16.78842 |      16.78878 |       0.99100 |     663.46698 |       0.01005 |      32.14630 |       0.09287 |       0.13168 |      89.77937 |      -0.81640 |       0.04281 |      63.45765 |      10.88955 |      60.74714 |       0.92077 |       1.00000 |      52.90308 |      62.00000 |       9.00000 |       0.74212 |       0.72316 |   28550.00195 |    4924.49902 |    5601.58838 |       0.00000 |   39076.08594 |   49604.00000 |       0.00000 |     601.01599 |     -14.96214 |       0.41496 |     -40.16913 |      72.90057 |      -1.81484 | 
      7.05786 |       3.05121 |       3.05121 |       0.00000 |      22.87114 |      23.87114 |     811.51770 |       6.46467 |       6.99701 |       7.02871 |       7.02871 |       7.43941 |       8.08850 |       8.08850 |      29.82924 |      16.78837 |      16.79469 |       0.99100 |     663.46698 |       0.16589 |      32.14630 |      -0.57934 |       0.53361 |      89.46651 |      -0.47635 |       0.13299 |      63.45765 |      10.88960 |      60.77068 |       0.95776 |       1.00000 |      57.93186 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5600.71729 |       0.00000 |   39075.21484 |   49604.00000 |       0.00000 |    1514.66748 |     -40.37890 |       4.05925 |     -37.51136 |      11.12878 |      -0.29668 | 
      8.05476 |       4.04998 |       4.04998 |       0.00000 |      22.87140 |      23.87140 |     811.51770 |      12.38580 |      12.70857 |      12.76614 |      12.76614 |      14.25332 |      14.69101 |      14.69101 |      29.82927 |      16.78842 |      16.80957 |       0.99100 |     663.46704 |       0.54726 |      32.14630 |      -0.81615 |      -0.19282 |      90.32539 |      -0.25381 |       0.46450 |      63.45765 |      10.88970 |      60.74353 |       0.95964 |       1.00000 |      59.70805 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5599.81543 |       0.00000 |   39074.31641 |   49604.00000 |       0.00000 |    1844.41418 |     -31.61957 |      -8.86562 |     -58.33141 |       4.10791 |      -0.07042 | 
     35.25805 |       5.40645 |       5.40645 |       0.00000 |      22.87178 |      23.87178 |     811.51770 |     264.28244 |     265.94336 |     310.57169 |     310.57169 |     304.13080 |     357.39954 |     357.39954 |      20.57437 |      -2.87298 |       9.84348 |       0.73325 |     640.57654 |     239.64896 |      32.11578 |       0.00968 |       0.03969 |      89.95950 |       0.81574 |       0.51056 |      63.45765 |      10.89106 |   10001.99121 |    9942.62988 |       0.00000 |    9937.32520 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5599.34717 |       0.00000 |   39073.84766 |   49604.00000 |       0.00000 |   64859.21094 |    5605.62305 |    -122.43187 |      11.57038 |       0.32987 |       0.02851 | 
     36.26052 |       6.41743 |       6.41743 |       0.00000 |      22.87205 |      23.87205 |     811.51770 |     264.28244 |     265.94336 |     310.57169 |     310.57169 |     304.13080 |     357.39954 |     357.39954 |      20.57437 |      -2.87298 |       9.84348 |       0.73325 |     640.57654 |     239.64896 |      32.11578 |       0.00968 |       0.03969 |      89.95950 |       0.81574 |       0.51056 |      63.45765 |      10.89106 |   10001.99121 |    9942.62988 |       0.00000 |    9937.32520 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5599.34717 |       0.00000 |   39073.84766 |   49604.00000 |       0.00000 |   64859.21094 |    5605.62305 |    -122.43187 |      11.57038 |       0.32987 |       0.02851 | 
     37.25328 |       7.41413 |       7.41413 |       0.00000 |      22.87238 |      23.87238 |     811.51770 |     263.02808 |     261.85022 |     305.86081 |     305.86078 |     302.68732 |     351.97836 |     351.97833 |      20.56263 |      -2.90509 |       9.42287 |       0.73292 |     640.53851 |     232.32886 |      32.11573 |      -0.08999 |      -0.00692 |      90.02869 |       2.56358 |       0.29647 |      63.45764 |      10.89400 |   10018.42188 |    9958.92188 |       0.00000 |    9992.59277 |      62.00000 |       9.00000 |       0.78700 |       0.76200 |   28550.00195 |    4924.49902 |    5599.10400 |       0.00000 |   39073.60547 |   49604.00000 |       0.00000 |   55031.71484 |    4967.10889 |      78.63654 |      11.07922 |       0.28871 |       0.02606 | 
     38.25110 |       8.41203 |       8.41203 |       0.00000 |      22.87271 |      23.87271 |     811.51770 |     260.97812 |     258.65186 |     302.25452 |     302.25449 |     300.32828 |     347.82831 |     347.82828 |      20.54037 |      -2.96595 |       9.07228 |       0.73229 |     640.46637 |     226.68800 |      32.11563 |      -0.10696 |      -0.03792 |      90.12580 |       3.94928 |       0.25900 |      63.45763 |      10.89713 |   10049.34375 |    9989.88574 |       0.00000 |   10039.50488 |      62.00000 |       9.00000 |       0.78500 |       0.76200 |   28550.00195 |    4924.49902 |    5598.76025 |       0.00000 |   39073.26172 |   49604.00000 |       0.00000 |   52066.89062 |    4585.71387 |    -141.13171 |      11.35415 |       0.27995 |       0.02466 | 
     39.24378 |       9.40163 |       9.40163 |       0.00000 |      22.87304 |      23.87304 |     811.51770 |     258.44211 |     255.73373 |     299.01678 |     299.01678 |     297.40988 |     344.10239 |     344.10239 |      20.51049 |      -3.04769 |       8.73420 |       0.73145 |     640.36951 |     221.60182 |      32.11551 |      -0.10897 |      -0.00097 |      90.14014 |       5.14695 |       0.18526 |      63.45762 |      10.90020 |   10090.84668 |   10031.39355 |       1.00000 |   10086.73145 |      62.00000 |       9.00000 |       0.78500 |       0.76400 |   28550.00195 |    4924.49902 |    5598.19971 |       0.00000 |   39072.69531 |   49604.00000 |       0.00000 |   50604.42578 |    4274.85938 |      59.76690 |      11.83768 |       0.27833 |       0.02351 | 
     40.23891 |      10.39770 |      10.39770 |       0.00000 |      22.87338 |      23.87338 |     811.51770 |     255.56677 |     252.76053 |     295.75180 |     295.75180 |     294.10101 |     340.34509 |     340.34509 |      20.47350 |      -3.14894 |       8.37708 |       0.73040 |     640.24945 |     216.47900 |      32.11536 |      -0.10607 |      -0.01587 |      90.08836 |       6.24810 |       0.14564 |      63.45761 |      10.90324 |   10142.14844 |   10082.64648 |       1.00000 |   10140.12207 |      62.00000 |       9.00000 |       0.78700 |       0.76400 |   28550.00195 |    4924.49902 |    5597.59131 |       0.00000 |   39072.08984 |   49604.00000 |       0.00000 |   49406.77734 |    3961.40234 |     -24.34010 |      12.47204 |       0.27818 |       0.02230 | 
     41.24092 |      11.40135 |      11.40135 |       0.00000 |      22.87372 |      23.87372 |     811.51770 |     252.45811 |     249.66006 |     292.37012 |     292.37012 |     290.52362 |     336.45355 |     336.45355 |      20.43003 |      -3.26800 |       7.99594 |       0.72918 |     640.10828 |     211.20074 |      32.11517 |      -0.09909 |       0.00150 |      89.95871 |       7.26406 |       0.11865 |      63.45760 |      10.90627 |   10202.41895 |   10143.02051 |       1.00000 |   10201.13281 |      62.00000 |       9.00000 |       0.78600 |       0.76400 |   28550.00195 |    4924.49902 |    5596.93457 |       0.00000 |   39071.43359 |   49604.00000 |       0.00000 |   48257.34766 |    3633.32788 |      41.39692 |      13.28186 |       0.27850 |       0.02097 | 
     42.24594 |      12.40584 |      12.40584 |       0.00000 |      22.87406 |      23.87406 |     811.51770 |     249.20113 |     246.44820 |     288.88315 |     288.88318 |     286.77554 |     332.44080 |     332.44083 |      20.38111 |      -3.40208 |       7.59496 |       0.72779 |     639.94922 |     205.80151 |      32.11496 |      -0.12646 |       0.00633 |      89.75271 |       8.18784 |       0.09980 |      63.45759 |      10.90926 |   10270.31348 |   10210.80859 |       1.00000 |   10269.22168 |      62.00000 |       9.00000 |       0.78600 |       0.76200 |   28550.00195 |    4924.49902 |    5596.30908 |       0.00000 |   39070.81250 |   49604.00000 |       0.00000 |   48143.21875 |    3301.31665 |       8.69749 |      14.58304 |       0.28513 |       0.01955 | 
     43.24975 |      13.41016 |      13.41016 |       0.00000 |      22.87440 |      23.87440 |     811.51770 |     245.92249 |     243.23877 |     285.40747 |     285.40747 |     283.00256 |     328.44107 |     328.44107 |      20.32958 |      -3.54346 |       7.19036 |       0.72633 |     639.78149 |     200.47624 |      32.11474 |      -0.40509 |       0.02900 |      89.57477 |       8.13461 |       0.11454 |      63.45758 |      10.91221 |   10341.77246 |   10282.32910 |       1.00000 |   10340.81738 |      62.00000 |       9.00000 |       0.78600 |       0.76200 |   28550.00195 |    4924.49902 |    5595.65820 |       0.00000 |   39070.15625 |   49604.00000 |       0.00000 |   40906.48438 |    3035.03662 |     105.46941 |      13.47808 |       0.24870 |       0.01845 | 
     44.24740 |      14.40750 |      14.40750 |       0.00000 |      22.87474 |      23.87474 |     811.51770 |     242.75385 |     240.12738 |     282.03854 |     282.03854 |     279.35614 |     324.56418 |     324.56418 |      20.27838 |      -3.68401 |       6.79804 |       0.72488 |     639.61469 |     195.38023 |      32.11452 |      -0.28391 |       0.01491 |      89.33604 |       8.53327 |       0.10279 |      63.45759 |      10.91510 |   10412.87207 |   10353.50098 |       1.00000 |   10411.91895 |      62.00000 |       9.00000 |       0.78800 |       0.76300 |   28550.00195 |    4924.49902 |    5595.00830 |       0.00000 |   39069.50781 |   49604.00000 |       0.00000 |   41223.25391 |    2945.46143 |      45.92142 |      13.99552 |       0.25717 |       0.01837 | 
     45.24387 |      15.40157 |      15.40157 |       0.00000 |      22.87506 |      23.87506 |     811.51770 |     239.52815 |     236.95990 |     278.60638 |     278.60635 |     275.64407 |     320.61453 |     320.61450 |      20.22556 |      -3.82917 |       6.39967 |       0.72338 |     639.44244 |     190.25978 |      32.11430 |      -0.07062 |       0.01702 |      89.05382 |       9.09307 |       0.10164 |      63.45760 |      10.91794 |   10486.37598 |   10426.82324 |       0.00000 |   10485.31445 |      62.00000 |       9.00000 |       0.78700 |       0.76300 |   28550.00195 |    4924.49902 |    5594.33496 |       0.00000 |   39068.83594 |   49604.00000 |       0.00000 |   43534.03516 |    2862.86353 |      48.15851 |      15.20647 |       0.27889 |       0.01834 | 
     46.23692 |      16.39451 |      16.39451 |       0.00000 |      22.87537 |      23.87537 |     811.51770 |     236.19743 |     233.69412 |     275.06512 |     275.06512 |     271.81116 |     316.53928 |     316.53928 |      20.17030 |      -3.98112 |       5.98948 |       0.72181 |     639.26202 |     185.05164 |      32.11406 |      -0.06580 |       0.02586 |      88.73189 |       9.56914 |       0.10147 |      63.45761 |      10.92074 |   10563.24707 |   10504.06348 |       0.00000 |   10562.14551 |      62.00000 |       9.00000 |       0.78500 |       0.76300 |   28550.00195 |    4924.49902 |    5593.68555 |       0.00000 |   39068.18359 |   49604.00000 |       0.00000 |   42321.18359 |    2785.10889 |      77.19583 |      15.19552 |       0.27875 |       0.01834 | 
     47.24091 |      17.40022 |      17.40022 |       0.00000 |      22.87569 |      23.87569 |     811.51770 |     232.74898 |     230.31699 |     271.39850 |     271.39850 |     267.84274 |     312.31985 |     312.31985 |      20.11262 |      -4.13991 |       5.56660 |       0.72017 |     639.07336 |     179.74187 |      32.11382 |      -0.29778 |       0.03306 |      88.36630 |       9.93504 |       0.10454 |      63.45763 |      10.92354 |   10643.51562 |   10584.03906 |       0.00000 |   10642.43457 |      62.00000 |       9.00000 |       0.78700 |       0.76300 |   28550.00195 |    4924.49902 |    5593.03369 |       0.00000 |   39067.53516 |   49604.00000 |       0.00000 |   38659.32031 |    2705.90527 |     -32.95692 |      14.28702 |       0.26215 |       0.01835 | 
     48.24104 |      18.40148 |      18.40148 |       0.00000 |      22.87604 |      23.87604 |     811.51770 |     229.37796 |     227.04755 |     267.84183 |     267.84183 |     263.96344 |     308.22690 |     308.22690 |      20.05671 |      -4.29396 |       5.15951 |       0.71858 |     638.89038 |     174.67508 |      32.11358 |      -0.98416 |       0.07584 |      88.17454 |       9.16434 |       0.13040 |      63.45766 |      10.92629 |   10721.28320 |   10662.10742 |       0.00000 |   10720.32227 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5592.40771 |       0.00000 |   39066.91016 |   49604.00000 |       0.00000 |   27706.50977 |    2672.05029 |     124.26788 |      10.36901 |       0.19333 |       0.01865 | 
     49.23743 |      19.39858 |      19.39858 |       0.00000 |      22.87638 |      23.87638 |     811.51770 |     226.40816 |     224.18030 |     264.71405 |     264.71405 |     260.54587 |     304.62750 |     304.62750 |      20.00817 |      -4.42779 |       4.80570 |       0.71720 |     638.73138 |     170.29120 |      32.11337 |      -1.45287 |       0.04575 |      88.13526 |       7.63822 |       0.14800 |      63.45769 |      10.92900 |   10788.77734 |   10729.48047 |       0.00000 |   10787.99121 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5591.73828 |       0.00000 |   39066.24219 |   49604.00000 |       0.00000 |   20753.50391 |    2660.63062 |      65.44415 |       7.80022 |       0.14854 |       0.01904 | 
     50.23938 |      20.40079 |      20.40079 |       0.00000 |      22.87672 |      23.87672 |     811.51770 |     224.02480 |     221.89821 |     262.21579 |     262.21582 |     257.80313 |     301.75256 |     301.75259 |      19.97047 |      -4.53184 |       4.52757 |       0.71613 |     638.60773 |     166.84180 |      32.11321 |      -1.87456 |       0.05028 |      88.18534 |       5.36143 |       0.21650 |      63.45772 |      10.93171 |   10841.15527 |   10781.67090 |       0.00000 |   10840.59961 |      62.00000 |       9.00000 |       0.78700 |       0.76300 |   28550.00195 |    4924.49902 |    5591.09277 |       0.00000 |   39065.59375 |   49604.00000 |       0.00000 |   14858.30566 |    2676.60815 |     126.28862 |       5.55117 |       0.10855 |       0.01955 | 
     51.24244 |      21.40371 |      21.40371 |       0.00000 |      22.87706 |      23.87706 |     811.51770 |     222.44510 |     220.40742 |     260.57416 |     260.57416 |     255.98526 |     299.86340 |     299.86340 |      19.94733 |      -4.59571 |       4.34984 |       0.71547 |     638.53180 |     164.60756 |      32.11311 |      -2.22434 |       0.03677 |      88.26867 |       2.46723 |       0.32136 |      63.45775 |      10.93441 |   10873.17090 |   10813.81934 |       0.00000 |   10872.89355 |      62.00000 |       9.00000 |       0.78800 |       0.76300 |   28550.00195 |    4924.49902 |    5590.47021 |       0.00000 |   39064.97266 |   49604.00000 |       0.00000 |   10174.56934 |    2712.13892 |     121.44935 |       3.75149 |       0.07534 |       0.02008 | 
     52.23667 |      22.39416 |      22.39416 |       0.00000 |      22.87738 |      23.87738 |     811.51770 |     221.83598 |     219.86641 |     259.96423 |     259.96420 |     255.28430 |     299.16150 |     299.16147 |      19.94160 |      -4.61154 |       4.29128 |       0.71530 |     638.51300 |     163.80043 |      32.11309 |      -2.49897 |       0.03397 |      88.35344 |      -0.89149 |       0.52236 |      63.45778 |      10.93707 |   10880.84277 |   10821.44629 |       0.00000 |   10880.89453 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5589.84912 |       0.00000 |   39064.34766 |   49604.00000 |       0.00000 |    6369.50000 |    2761.48779 |     142.32997 |       2.30655 |       0.04740 |       0.02055 | 
     53.24408 |      23.40410 |      23.40410 |       0.00000 |      22.87771 |      23.87771 |     811.51770 |     222.42209 |     220.38591 |     260.50919 |     260.50919 |     255.95877 |     299.78860 |     299.78860 |      19.95495 |      -4.57469 |       4.36448 |       0.71568 |     638.55676 |     164.57538 |      32.11314 |      -2.02866 |       0.01118 |      88.45174 |      -4.25466 |       0.64618 |      63.45780 |      10.93979 |   10861.88184 |   10802.48242 |       1.00000 |   10862.26172 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5589.20459 |       0.00000 |   39063.70703 |   49604.00000 |       0.00000 |   12414.30664 |    2669.62012 |      84.60220 |       4.65021 |       0.09194 |       0.01977 | 
     54.24010 |      24.39812 |      24.39812 |       0.00000 |      22.87803 |      23.87803 |     811.51770 |     223.93105 |     221.81151 |     262.04248 |     262.04248 |     257.69525 |     301.55313 |     301.55313 |      19.98406 |      -4.49432 |       4.54958 |       0.71651 |     638.65234 |     166.71147 |      32.11327 |      -1.45520 |      -0.00500 |      88.59682 |      -6.69955 |       0.55527 |      63.45782 |      10.94246 |   10820.96973 |   10761.73242 |       0.00000 |   10821.62891 |      62.00000 |       9.00000 |       0.78700 |       0.76300 |   28550.00195 |    4924.49902 |    5588.54150 |       0.00000 |   39063.04297 |   49604.00000 |       0.00000 |   19952.52148 |    2603.59326 |      50.21283 |       7.66346 |       0.14588 |       0.01904 | 
     55.23268 |      25.39133 |      25.39133 |       0.00000 |      22.87835 |      23.87835 |     811.51770 |     226.04848 |     223.85229 |     264.24115 |     264.24112 |     260.13196 |     304.08328 |     304.08325 |      20.02449 |      -4.38278 |       4.81309 |       0.71767 |     638.78485 |     169.79324 |      32.11345 |      -0.90751 |      -0.01632 |      88.78822 |      -8.28700 |       0.45171 |      63.45784 |      10.94514 |   10764.41602 |   10705.01953 |       0.00000 |   10765.23340 |      62.00000 |       9.00000 |       0.78500 |       0.76300 |   28550.00195 |    4924.49902 |    5587.89551 |       0.00000 |   39062.39844 |   49604.00000 |       0.00000 |   27489.77930 |    2588.05908 |      21.84194 |      10.62177 |       0.19733 |       0.01858 | 
     56.23502 |      26.39500 |      26.39500 |       0.00000 |      22.87869 |      23.87869 |     811.51770 |     228.52272 |     226.25911 |     266.82925 |     266.82925 |     262.97925 |     307.06165 |     307.06165 |      20.07232 |      -4.25093 |       5.12587 |       0.71903 |     638.94153 |     173.46404 |      32.11364 |      -0.38725 |      -0.02329 |      89.00776 |      -9.04089 |       0.35030 |      63.45786 |      10.94786 |   10697.69043 |   10638.47852 |       0.00000 |   10698.56348 |      62.00000 |       9.00000 |       0.78800 |       0.76300 |   28550.00195 |    4924.49902 |    5587.23047 |       0.00000 |   39061.73047 |   49604.00000 |       0.00000 |   35031.54297 |    2613.60913 |      -1.89999 |      13.40351 |       0.24615 |       0.01836 | 
     57.23238 |      27.39364 |      27.39364 |       0.00000 |      22.87903 |      23.87903 |     811.51770 |     231.04836 |     228.73076 |     269.47757 |     269.47757 |     265.88571 |     310.10925 |     310.10925 |      20.12235 |      -4.11310 |       5.45094 |       0.72045 |     639.10522 |     177.27458 |      32.11386 |       0.09660 |      -0.02758 |      89.22747 |      -8.97361 |       0.26512 |      63.45787 |      10.95059 |   10628.02930 |   10568.57520 |       0.00000 |   10628.87695 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5586.60498 |       0.00000 |   39061.10547 |   49604.00000 |       0.00000 |   42424.32812 |    2719.67334 |     -22.12401 |      15.59905 |       0.29169 |       0.01870 | 
     58.23767 |      28.39812 |      28.39812 |       0.00000 |      22.87938 |      23.87938 |     811.51770 |     233.32285 |     230.96992 |     271.85721 |     271.85718 |     268.50314 |     312.84772 |     312.84769 |      20.17057 |      -3.98039 |       5.75368 |       0.72182 |     639.26288 |     180.76242 |      32.11407 |       0.55060 |      -0.03132 |      89.41951 |      -8.12552 |       0.19194 |      63.45788 |      10.95337 |   10560.98926 |   10501.46680 |       0.00000 |   10561.77734 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5585.98047 |       0.00000 |   39060.48047 |   49604.00000 |       0.00000 |   49601.74609 |    3037.82495 |     -47.12719 |      16.32805 |       0.33446 |       0.02048 | 
     59.24066 |      29.40196 |      29.40196 |       0.00000 |      22.87972 |      23.87972 |     811.51770 |     234.98526 |     232.66220 |     273.62531 |     273.62527 |     270.41623 |     314.88239 |     314.88235 |      20.21216 |      -3.86600 |       5.99596 |       0.72300 |     639.39868 |     183.42096 |      32.11424 |       1.52391 |      -0.03658 |      89.55989 |      -6.42481 |       0.13099 |      63.45788 |      10.95618 |   10503.33203 |   10445.75000 |       0.00000 |   10503.93750 |      62.00000 |       9.00000 |       0.78800 |       0.76300 |   28550.00195 |    4924.49902 |    5585.32959 |       0.00000 |   39059.83203 |   49604.00000 |       0.00000 |   64748.13672 |    3749.78247 |     -85.66592 |      17.26717 |       0.43026 |       0.02492 | 
     60.24053 |      30.40201 |      30.40201 |       0.00000 |      22.88007 |      23.88007 |     811.51770 |     235.71353 |     233.37881 |     274.31876 |     274.31876 |     271.25430 |     315.68039 |     315.68039 |      20.23990 |      -3.78974 |       6.12315 |       0.72379 |     639.48920 |     184.55260 |      32.11436 |       1.59846 |      -0.03787 |      89.62505 |      -3.56079 |       0.07438 |      63.45789 |      10.95901 |   10465.06543 |   10415.77246 |       0.00000 |   10465.38281 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5584.65967 |       0.00000 |   39059.16016 |   49604.00000 |       0.00000 |   65655.67188 |    3822.23535 |    -112.45473 |      17.17730 |       0.43362 |       0.02524 | 
     61.24668 |      31.40719 |      31.40719 |       0.00000 |      22.88042 |      23.88042 |     811.51770 |     235.60661 |     233.23651 |     274.09070 |     274.09070 |     271.13126 |     315.41797 |     315.41797 |      20.25122 |      -3.75864 |       6.13849 |       0.72411 |     639.52612 |     184.32759 |      32.11441 |       1.28496 |      -0.03329 |      89.64429 |      -0.79051 |       0.02805 |      63.45788 |      10.96185 |   10449.61621 |   10406.60156 |       0.00000 |   10449.65625 |      62.00000 |       9.00000 |       0.78700 |       0.76300 |   28550.00195 |    4924.49902 |    5583.98877 |       0.00000 |   39058.48828 |   49604.00000 |       0.00000 |   61192.35547 |    3584.74341 |    -125.12161 |      17.07022 |       0.40463 |       0.02370 | 
     62.24722 |      32.40834 |      32.40834 |       0.00000 |      22.88077 |      23.88077 |     811.51770 |     234.90538 |     232.50517 |     273.24619 |     273.24619 |     270.32428 |     314.44614 |     314.44614 |      20.24842 |      -3.76632 |       6.07031 |       0.72403 |     639.51703 |     183.17345 |      32.11440 |       0.71976 |      -0.01804 |      89.67986 |       1.20643 |       0.00103 |      63.45788 |      10.96469 |   10453.70117 |   10411.08008 |       0.00000 |   10453.53809 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5583.31738 |       0.00000 |   39057.81641 |   49604.00000 |       0.00000 |   52916.32422 |    3181.80322 |     -47.74316 |      16.63092 |       0.35211 |       0.02117 | 
     63.24932 |      33.40999 |      33.40999 |       0.00000 |      22.88111 |      23.88111 |     811.51770 |     233.85716 |     231.45921 |     272.07996 |     272.07996 |     269.11801 |     313.10403 |     313.10403 |      20.23661 |      -3.79879 |       5.95426 |       0.72370 |     639.47852 |     181.52908 |      32.11435 |       0.22606 |      -0.01179 |      89.70004 |       2.34005 |      -0.00544 |      63.45788 |      10.96751 |   10470.23535 |   10416.45410 |       0.00000 |   10469.95605 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5582.66553 |       0.00000 |   39057.16406 |   49604.00000 |       0.00000 |   45686.22656 |    2855.65015 |       0.92374 |      15.99854 |       0.30675 |       0.01917 | 
     64.25349 |      34.41478 |      34.41478 |       0.00000 |      22.88146 |      23.88146 |     811.51770 |     232.68413 |     230.31152 |     270.81583 |     270.81580 |     267.76813 |     311.64929 |     311.64926 |      20.22061 |      -3.84276 |       5.81985 |       0.72324 |     639.42627 |     179.73335 |      32.11428 |      -0.33137 |       0.00807 |      89.68281 |       2.61603 |       0.00442 |      63.45788 |      10.97032 |   10492.49219 |   10428.02832 |       0.00000 |   10492.19043 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5582.03857 |       0.00000 |   39056.53516 |   49604.00000 |       0.00000 |   37430.08594 |    2703.16846 |      50.04940 |      13.84674 |       0.25383 |       0.01833 | 
     65.25311 |      35.41465 |      35.41465 |       0.00000 |      22.88181 |      23.88181 |     811.51770 |     231.56126 |     229.22208 |     269.61627 |     269.61630 |     266.47595 |     310.26886 |     310.26889 |      20.20521 |      -3.88510 |       5.69199 |       0.72280 |     639.37604 |     178.03696 |      32.11421 |      -0.61303 |       0.01132 |      89.65822 |       2.25680 |       0.02505 |      63.45787 |      10.97311 |   10513.85840 |   10450.79395 |       0.00000 |   10513.59570 |      62.00000 |       9.00000 |       0.78800 |       0.76300 |   28550.00195 |    4924.49902 |    5581.38623 |       0.00000 |   39055.88672 |   49604.00000 |       0.00000 |   33142.36719 |    2689.43481 |      51.60350 |      12.32317 |       0.22690 |       0.01841 | 
     66.25229 |      36.40870 |      36.40870 |       0.00000 |      22.88214 |      23.88214 |     811.51770 |     230.63615 |     228.31964 |     268.61887 |     268.61887 |     265.41135 |     309.12106 |     309.12106 |      20.19308 |      -3.91848 |       5.58778 |       0.72246 |     639.33636 |     176.63789 |      32.11416 |      -0.67782 |       0.01598 |      89.63280 |       1.57973 |       0.04789 |      63.45787 |      10.97588 |   10530.69531 |   10470.68652 |       0.00000 |   10530.47461 |      62.00000 |       9.00000 |       0.78600 |       0.76300 |   28550.00195 |    4924.49902 |    5580.75830 |       0.00000 |   39055.25781 |   49604.00000 |       0.00000 |   31968.49414 |    2673.15576 |      62.08783 |      11.95908 |       0.22059 |       0.01845 | 
