v,p,t,w,a,h,cruise
152.92755,14.64513,-19.93355,38028.75391,7.82006,18627.82812,0
153.41878,14.65215,-19.91223,38028.41797,7.79413,18617.02539,0
154.01735,14.66019,-19.88783,38028.08594,7.76267,18604.66406,0
154.71669,14.66923,-19.86039,38027.75,7.72643,18590.76562,0
155.50932,14.67929,-19.82986,38027.41406,7.68573,18575.31055,0
156.35779,14.68997,-19.79744,38027.08203,7.6425,18558.90039,0
157.26947,14.70144,-19.76264,38026.74609,7.59643,18541.29688,0
158.21071,14.71336,-19.72647,38026.41016,7.54946,18522.99805,0
159.15456,14.72548,-19.68972,38026.06641,7.50315,18504.41211,0
160.09959,14.73784,-19.65225,38025.73047,7.45633,18485.4668,0
161.0101,14.75002,-19.61532,38025.39453,7.41274,18466.79492,0
161.88846,14.76214,-19.57858,38025.05859,7.37074,18448.22852,0
162.6993,14.77374,-19.54346,38024.72266,7.33218,18430.47656,0
163.45016,14.78499,-19.50938,38024.38672,7.29702,18413.25977,0
164.10963,14.79545,-19.47767,38024.04688,7.26564,18397.24414,0
164.67761,14.80524,-19.44805,38023.71484,7.23944,18382.28516,0
165.1412,14.8141,-19.42122,38023.375,7.21772,18368.74023,0
165.494,14.82197,-19.39742,38023.04297,7.20006,18356.73242,0
165.73001,14.82871,-19.377,38022.70312,7.18853,18346.43359,0
165.85201,14.83437,-19.35987,38022.36719,7.18069,18337.79688,0
165.85478,14.83892,-19.3461,38022.03125,7.17918,18330.86328,0
165.74446,14.84235,-19.33572,38021.69141,7.18282,18325.63672,0
165.51913,14.84471,-19.32859,38021.35156,7.19014,18322.05664,0
165.18457,14.84598,-19.32474,38021.01562,7.20372,18320.13281,0
164.75488,14.84624,-19.32397,38020.67969,7.22058,18319.76758,0
164.23741,14.84557,-19.32599,38020.33984,7.24128,18320.8125,0
163.64317,14.84408,-19.3305,38020.00391,7.26639,18323.10938,0
162.97231,14.84183,-19.3373,38019.66406,7.29413,18326.56445,0
162.24667,14.83898,-19.34593,38019.32422,7.32576,18330.93945,0
161.48122,14.83565,-19.356,38018.98828,7.35953,18336.04102,0
160.68945,14.83198,-19.3671,38018.65234,7.39442,18341.6582,0
159.88568,14.82812,-19.37879,38018.3125,7.43123,18347.57227,0
159.09636,14.82426,-19.39048,38018.14844,7.46762,18353.48242,0
158.31465,14.82042,-19.40209,38017.8125,7.50369,18359.3457,0
157.56909,14.81682,-19.413,38017.47266,7.53927,18364.85547,0
156.86542,14.81356,-19.42287,38017.13672,7.57332,18369.83984,0
156.22818,14.81078,-19.43128,38016.78516,7.60441,18374.07617,0
155.6579,14.80857,-19.43798,38016.44922,7.63211,18377.45117,0
155.16635,14.80702,-19.44266,38016.10938,7.65747,18379.80078,0
154.7652,14.80623,-19.44506,38015.77344,7.67721,18380.99609,0
154.45963,14.80624,-19.44501,38015.4375,7.69344,18380.95312,0
154.25005,14.80712,-19.44235,38015.09766,7.70451,18379.58789,0
154.14398,14.80889,-19.43699,38014.76172,7.70921,18376.85352,0
154.13835,14.81153,-19.42899,38014.42578,7.70985,18372.79102,0
154.23354,14.81512,-19.41815,38014.08984,7.70466,18367.29102,0
154.42502,14.81958,-19.40462,38013.75391,7.69512,18360.43164,0
154.70259,14.82484,-19.38872,38013.41406,7.68062,18352.37109,0
155.06348,14.83091,-19.37035,38013.09375,7.66269,18343.06445,0
155.50238,14.83777,-19.34958,38012.75,7.63948,18332.54492,0
156.00597,14.8453,-19.32682,38012.41406,7.61359,18321.02734,0
156.55528,14.85329,-19.30264,38012.08203,7.58614,18308.78906,0
157.14853,14.8618,-19.2769,38011.73047,7.55597,18295.76172,0
157.76881,14.87069,-19.25,38011.39062,7.52512,18282.15625,0
158.40077,14.87977,-19.22256,38011.05469,7.4943,18268.27539,0
159.03725,14.88901,-19.19463,38010.71484,7.46187,18254.1543,0
159.66162,14.89826,-19.16666,38010.375,7.43163,18240.01367,0
160.26369,14.90744,-19.13895,38010.03516,7.40315,18226.00391,0
160.84029,14.91654,-19.11145,38009.69922,7.37456,18212.10938,0
161.36954,14.92523,-19.08521,38009.35547,7.34889,18198.84375,0
161.84435,14.93352,-19.06016,38009.01953,7.32603,18186.19141,0
162.2596,14.94132,-19.03661,38008.67969,7.30554,18174.29492,0
162.60875,14.94856,-19.01475,38008.33984,7.28892,18163.25977,0
162.88896,14.95525,-18.99454,38008,7.27424,18153.05469,0
163.09003,14.96117,-18.97667,38007.65625,7.26419,18144.0332,0
163.21335,14.96639,-18.96091,38007.31641,7.25647,18136.08008,0
163.255,14.97089,-18.94734,38006.97656,7.25338,18129.23828,0
163.21977,14.97457,-18.93624,38006.63672,7.25283,18123.64648,0
163.10533,14.97749,-18.92742,38006.29688,7.25649,18119.19922,0
162.91179,14.9797,-18.92074,38005.95703,7.26454,18115.8418,0
162.6499,14.98118,-18.91628,38005.61719,7.27443,18113.60156,0
162.32047,14.98201,-18.91377,38005.27734,7.28752,18112.34961,0
161.93507,14.98224,-18.9131,38004.93359,7.30416,18112.02344,0
161.50153,14.98193,-18.91403,38004.59766,7.32199,18112.50391,0
161.02058,14.98116,-18.91636,38004.25781,7.3428,18113.68945,0
160.5148,14.98003,-18.91975,38003.91797,7.36523,18115.41406,0
159.97675,14.97861,-18.92405,38003.57031,7.38892,18117.59375,0
159.43839,14.97702,-18.92885,38003.23047,7.41247,18120.01953,0
158.89473,14.97534,-18.93391,38002.89062,7.43758,18122.58203,0
158.35812,14.97366,-18.93897,38002.55078,7.4622,18125.13867,0
157.83264,14.97207,-18.94379,38002.20703,7.48708,18127.57031,0
157.34251,14.97068,-18.94798,38001.86719,7.50935,18129.68359,0
156.88503,14.96956,-18.95136,38001.52734,7.53225,18131.38672,0
156.46777,14.96877,-18.95373,38001.1875,7.55129,18132.57617,0
156.10571,14.96841,-18.95481,38000.84766,7.56909,18133.11328,0
155.79994,14.96853,-18.95447,38000.50781,7.58409,18132.92969,0
155.55278,14.96917,-18.95252,38000.16406,7.59569,18131.93359,0
155.52658,14.97039,-18.94886,37999.77734,7.56955,18130.06836,0
156.91367,14.97193,-18.94421,37998.94531,7.18838,18127.71484,0
158.3269,14.97346,-18.93959,37998.08984,7.10268,18125.38281,0
159.78296,14.97473,-18.93575,37997.22656,4.90111,18123.42773,0
161.73872,14.97917,-18.92234,37996.35938,7.69295,18116.55078,0
162.36508,14.98176,-18.91455,37995.5,10.53302,18112.79883,0
162.21666,14.97605,-18.93177,37994.64062,8.74153,18121.6582,0
161.83664,14.96534,-18.96409,37993.78516,8.16994,18138.09375,0
161.21097,14.95112,-19.00702,37993.34375,7.75305,18159.86914,0
160.42532,14.93493,-19.05589,37992.48828,9.9825,18184.60547,0
158.14529,14.91288,-19.12249,37991.62891,3.04338,18218.48438,0
158.37198,14.89789,-19.1678,37990.76562,-9.66547,18240.77148,0
161.98792,14.91549,-19.1146,37989.91406,-4.33279,18213.11133,0
168.02846,14.95723,-18.98857,37989.04688,8.13492,18149.10352,0
171.19533,14.99669,-18.86949,37988.1875,15.02222,18089.24609,0
172.30026,15.01751,-18.80672,37987.33594,8.40935,18057.92773,0
174.50114,15.03024,-18.76833,37986.46875,5.30626,18038.49414,0
176.71722,15.04468,-18.7248,37985.61328,5.48334,18016.4375,0
179.64461,15.06519,-18.66303,37984.73828,4.67207,17984.9082,0
184.19783,15.10302,-18.54911,37983.87109,4.43945,17926.72656,0
191.21141,15.16972,-18.34846,37983.00391,4.24728,17824.43555,0
201.11186,15.27444,-18.03398,37982.13672,4.61233,17664.52344,0
213.99216,15.42163,-17.59304,37981.25781,3.08573,17440.66602,0
228.71713,15.6086,-17.03469,37980.37109,5.31793,17157.52539,0
244.69608,15.83964,-16.34749,37979.47266,5.14223,16809.04688,0
260.87534,16.10832,-15.55211,37978.55078,7.56504,16406.20117,0
277.29388,16.40821,-14.66902,37977.62109,5.36446,15959.0791,0
294.12354,16.72965,-13.72788,37976.67969,4.87429,15482.49805,0
309.09708,17.05792,-12.77244,37975.73047,6.01441,14999.6123,0
319.94794,17.37287,-11.86108,37974.76562,8.75007,14539.46777,0
328.04199,17.63787,-11.09822,37973.78906,7.55804,14155.06055,0
332.35266,17.83873,-10.52238,37972.79297,5.17557,13865.64355,0
334.69202,17.97085,-10.14471,37971.78906,4.23732,13676.25977,0
334.97546,18.03944,-9.94901,37970.77734,3.35316,13578.68164,0
332.95807,18.05292,-9.91056,37969.76562,2.76956,13560.49316,0
329.25714,18.01847,-10.00881,37968.75391,1.54704,13611.16016,0
325.28708,17.9553,-10.18914,37967.74219,-0.18511,13702.67188,0
321.02121,17.88499,-10.39006,37966.73828,-3.77699,13804.15137,0
317.57693,17.83118,-10.544,37965.73828,-0.51456,13881.74023,0
314.39951,17.77865,-10.69441,37964.74219,-1.09082,13957.71191,0
311.35309,17.72778,-10.84021,37963.74609,0.33557,14031.51465,0
306.83432,17.66323,-11.02542,37962.75781,3.06644,14125.74316,0
300.71164,17.56919,-11.29561,37961.76953,1.86377,14262.83789,0
294.03024,17.45615,-11.62096,37960.79297,0.71616,14427.67578,0
287.02975,17.3365,-11.96606,37959.8125,1.966,14602.29102,0
279.15631,17.20725,-12.3397,37958.84375,1.79301,14791.51758,0
270.70941,17.06907,-12.74009,37957.875,0.99846,14993.97852,0
262.58527,16.93136,-13.14014,37956.91797,-3.07051,15196.03516,0
255.21002,16.81779,-13.47078,37955.96484,-5.25253,15362.5459,0
250.30618,16.73553,-13.7107,37955.02734,-1.84005,15483.34082,0
246.48869,16.66795,-13.90809,37954.07422,1.79207,15582.9707,0
242.03009,16.5976,-14.11385,37953.12891,2.28983,15687.12305,0
237.12611,16.52102,-14.33809,37952.18359,2.36258,15800.66797,0
232.05148,16.43934,-14.57761,37951.25391,-0.99096,15921.76855,0
227.76656,16.36712,-14.78971,37950.32422,2.96052,16028.71191,0
223.16885,16.29647,-14.99746,37949.39062,1.31765,16133.90527,0
218.86459,16.22576,-15.2057,37948.46484,2.01011,16239.11035,0
214.52243,16.15616,-15.4109,37947.54688,1.10481,16342.79395,0
210.62856,16.0908,-15.60384,37947.08594,1.30661,16440.26562,0
207.06197,16.03096,-15.78069,37946.17969,0.98643,16529.61719,0
203.98851,15.97642,-15.94207,37945.27344,1.62951,16611.06445,0
201.41913,15.92866,-16.08352,37944.37109,0.97239,16682.4082,0
199.46141,15.88835,-16.20299,37943.46875,0.96087,16742.64258,0
198.28043,15.85597,-16.29902,37942.57031,0.4238,16790.95508,0
198.0302,15.8345,-16.36274,37941.67188,0.51554,16822.91016,0
198.62558,15.82341,-16.39567,37940.77344,0.88097,16839.31836,0
199.95653,15.82176,-16.40058,37939.87891,1.17118,16841.57812,0
201.93733,15.82859,-16.38029,37938.98047,1.29785,16831.12305,0
204.50908,15.84326,-16.33676,37938.07812,1.28016,16808.92383,0
207.64612,15.86553,-16.27068,37937.18359,1.15852,16775.32617,0
211.34004,15.89551,-16.18176,37936.27734,0.97511,16730.16797,0
215.49307,15.9331,-16.07036,37935.375,1.63963,16673.67969,0
219.71971,15.97579,-15.94394,37934.46875,2.51128,16609.69336,0
223.70164,16.0197,-15.814,37933.56641,3.25713,16544.00781,0
227.20541,16.06167,-15.68991,37932.65625,3.91444,16481.37695,0
229.98026,16.09749,-15.58407,37931.75,4.16475,16428.04688,0
232.06801,16.12515,-15.5024,37930.83594,3.96257,16386.95312,0
233.59999,16.14447,-15.44537,37929.92188,3.51779,16358.29492,0
234.79715,16.15742,-15.40718,37929.01172,2.98363,16339.12305,0
235.7816,16.1656,-15.38304,37928.09766,2.48116,16327.00879,0
236.66937,16.17098,-15.36716,37927.18359,2.081,16319.02637,0
237.53198,16.17511,-15.355,37926.27344,1.81,16312.88867,0
238.42264,16.17911,-15.34319,37925.35156,1.65203,16306.91504,0
239.36201,16.18358,-15.33,37924.4375,1.58132,16300.23145,0
240.33281,16.18864,-15.3151,37923.52344,1.5689,16292.68262,0
241.31242,16.19416,-15.29883,37922.60938,1.5826,16284.44922,0
242.26651,16.19981,-15.28217,37921.69141,1.60127,16276.02734,0
243.19431,16.2054,-15.26569,37920.77344,1.61057,16267.69727,0
244.09503,16.21078,-15.24981,37919.85547,1.60681,16259.67773,0
244.93576,16.21565,-15.23547,37918.9375,1.58577,16252.43945,0
245.73064,16.22001,-15.22264,37918.02344,1.55441,16245.96289,0
246.4946,16.2239,-15.21117,37917.10547,1.51461,16240.17383,0
247.21591,16.22727,-15.20123,37916.18359,1.46077,16235.1709,0
247.88393,16.22985,-15.19363,37915.25781,1.34045,16231.34375,0
248.50829,16.23147,-15.18885,37914.32812,1.16468,16228.95312,0
249.10451,16.23219,-15.18674,37913.39844,0.97371,16227.9043,0
249.6942,16.23235,-15.18627,37912.47656,0.80553,16227.6748,0
250.31158,16.23241,-15.18609,37911.55469,0.69126,16227.58008,0
250.94704,16.23272,-15.18517,37910.625,0.62154,16227.10645,0
251.61244,16.23348,-15.18293,37909.69922,0.58199,16225.95898,0
252.31511,16.23479,-15.17907,37908.78125,0.56887,16223.99707,0
253.03123,16.23659,-15.17378,37907.85547,0.57276,16221.31152,0
253.76718,16.23876,-15.16738,37906.9375,0.58291,16218.06934,0
254.49559,16.2411,-15.1605,37906.01953,0.59176,16214.58984,0
255.20753,16.24341,-15.15369,37905.10938,0.59265,16211.14941,0
255.89783,16.24557,-15.14734,37904.19141,0.58545,16207.94238,0
256.55652,16.24747,-15.14175,37903.26172,0.56939,16205.11914,0
257.19293,16.2491,-15.13693,37902.33594,0.54819,16202.69238,0
257.80478,16.25048,-15.13287,37901.41797,0.52356,16200.64355,0
258.3996,16.25164,-15.12944,37900.5,0.49822,16198.91309,0
258.97937,16.25264,-15.1265,37899.58594,0.47378,16197.43262,0
259.54404,16.25351,-15.12394,37898.66797,0.45172,16196.13672,0
260.09891,16.2543,-15.12161,37897.75,0.43153,16194.96289,0
260.64496,16.25503,-15.11946,37896.83203,0.41413,16193.875,0
261.17746,16.25572,-15.11744,37895.91406,0.39811,16192.85449,0
261.70633,16.25637,-15.11553,37895,0.38319,16191.89062,0
262.2236,16.25698,-15.11372,37894.07812,0.36953,16190.97656,0
262.72949,16.25755,-15.11205,37893.15625,0.35573,16190.13477,0
263.2294,16.25808,-15.11048,37892.21484,0.34259,16189.34473,0
263.71927,16.25856,-15.10906,37891.29688,0.32886,16188.625,0
264.20047,16.259,-15.10776,37890.35938,0.31569,16187.96973,0
264.67523,16.25941,-15.10658,37889.43359,0.30225,16187.37402,0
265.14041,16.25977,-15.10551,37888.51172,0.28936,16186.83398,0
265.59952,16.2601,-15.10454,37887.57812,0.27628,16186.34375,0
266.0481,16.2604,-15.10366,37887.10938,0.26384,16185.89844,0
266.49496,16.26067,-15.10284,37886.17578,0.25168,16185.48535,0
266.93167,16.26093,-15.10209,37885.25391,0.23991,16185.10938,1
267.27701,16.26112,-15.10154,37884.33203,0.24939,16187.06543,1
267.31314,16.25964,-15.1059,37884.33203,0.2535,16187.02832,1
267.5784,16.25979,-15.10544,37883.85938,0.20792,16186.79883,1
268.0108,16.26007,-15.10461,37882.93359,0.20402,16186.38086,1
268.43216,16.26038,-15.10372,37882.00781,0.19549,16185.93066,1
268.84943,16.2607,-15.10277,37881.08594,0.18733,16185.44824,1
269.2619,16.26103,-15.10181,37880.16406,0.17946,16184.95996,1
269.66617,16.26134,-15.10088,37879.23828,0.17118,16184.49512,1
270.06564,16.26162,-15.10005,37878.30469,0.16196,16184.07227,1
270.45514,16.26187,-15.09931,37877.37109,0.15219,16183.70215,1
270.84283,16.26209,-15.09868,37876.42969,0.14174,16183.38184,1
271.22339,16.26227,-15.09814,37875.5,0.13139,16183.11133,1
271.59698,16.26243,-15.09768,37874.56641,0.12092,16182.87793,1
271.96573,16.26257,-15.09727,37873.63672,0.11104,16182.67285,1
272.32947,16.26269,-15.0969,37872.70312,0.10124,16182.48535,1
272.68741,16.26281,-15.09655,37871.76562,0.09212,16182.30859,1
273.03839,16.26292,-15.09622,37870.82422,0.08326,16182.14062,1
273.38617,16.26303,-15.0959,37869.88672,0.07492,16181.97852,1
273.72812,16.26314,-15.09559,37868.94141,0.0666,16181.82129,1
274.06927,16.26324,-15.09529,37868.00781,0.05857,16181.66992,1
274.40176,16.26334,-15.095,37867.07422,0.05042,16181.52734,1
274.73099,16.26343,-15.09474,37866.13672,0.04237,16181.39258,1
275.05469,16.26351,-15.09449,37865.21484,0.0348,16181.26465,1
275.37866,16.26359,-15.09425,37864.29297,0.02684,16181.14551,1
275.69537,16.26367,-15.09403,37863.36719,0.01928,16181.0332,1
276.01019,16.26374,-15.09382,37862.42969,0.01152,16180.92773,1
276.31769,16.26381,-15.09362,37861.49219,0.00431,16180.82715,1
276.62015,16.26387,-15.09343,37860.55859,-0.00306,16180.73242,1
276.92059,16.26393,-15.09325,37859.62109,-0.01016,16180.63965,1
277.20975,16.26399,-15.09307,37858.68359,-0.01705,16180.55176,1
277.49911,16.26405,-15.0929,37857.76172,-0.02386,16180.46484,1
277.78082,16.2641,-15.09274,37856.81641,-0.03044,16180.38184,1
278.05786,16.26416,-15.09258,37855.87891,-0.03702,16180.2998,1
278.32901,16.26422,-15.09242,37854.9375,-0.04313,16180.21973,1
278.59848,16.26427,-15.09226,37854.01172,-0.04965,16180.1416,1
278.86047,16.26432,-15.09211,37853.07422,-0.05547,16180.0625,1
278.7894,16.26436,-15.09199,37852.28516,-0.03814,16180.00488,1
278.53107,16.26439,-15.0919,37851.63281,-0.04793,16179.95703,1
278.29129,16.26456,-15.0914,37850.98828,-0.04248,16179.69727,1
278.06354,16.2649,-15.09039,37850.33203,-0.02941,16179.18652,1
277.84634,16.26537,-15.08902,37849.68359,-0.01369,16178.48926,1
277.63467,16.26589,-15.08749,37849.03906,0.0012,16177.71582,1
277.42328,16.26639,-15.08602,37848.37891,0.01272,16176.97266,1
277.20941,16.26683,-15.08473,37847.72266,0.02107,16176.32227,1
276.71002,16.26716,-15.08375,37847.19531,0.04223,16175.83008,1
276.10675,16.2674,-15.08304,37846.73047,0.04462,16175.47656,1
275.51935,16.26767,-15.08226,37846.27344,0.05591,16175.0791,1
274.9379,16.268,-15.08127,37845.81641,0.07267,16174.57422,1
274.37067,16.26839,-15.08011,37845.34766,0.09192,16173.98926,1
273.80582,16.26882,-15.07887,37844.89062,0.11143,16173.36328,1
273.23926,16.26923,-15.07766,37844.43359,0.12983,16172.75098,1
272.68063,16.26959,-15.07659,37843.97656,0.14612,16172.20801,1
272.12299,16.2699,-15.07568,37843.51953,0.16112,16171.75,1
271.56903,16.27015,-15.07495,37843.05078,0.17405,16171.38672,1
271.01501,16.27034,-15.0744,37842.60547,0.18638,16171.10449,1
270.45767,16.27048,-15.07397,37842.16016,0.19882,16170.8916,1
269.90863,16.27059,-15.07365,37841.70703,0.21108,16170.72852,1
269.366,16.27068,-15.07339,37841.25391,0.22384,16170.59863,1
268.82397,16.27075,-15.07317,37840.78125,0.23694,16170.48633,1
268.28311,16.27083,-15.07296,37840.31641,0.25103,16170.38086,1
267.74857,16.27089,-15.07277,37839.87109,0.26515,16170.2832,1
267.22147,16.27095,-15.07258,37839.40625,0.2792,16170.18945,1
266.69638,16.27101,-15.07241,37838.94141,0.29342,16170.10156,1
266.17508,16.27106,-15.07225,37838.47656,0.3076,16170.02148,1
265.66425,16.27111,-15.07211,37838.00391,0.32154,16169.95312,1
265.15192,16.27115,-15.072,37837.55469,0.33541,16169.89551,1
264.64035,16.27118,-15.07191,37837.10938,0.34919,16169.84863,1
264.13547,16.27121,-15.07184,37836.66016,0.36295,16169.81543,1
263.63898,16.27122,-15.07179,37836.21484,0.37622,16169.79102,1
263.14349,16.27123,-15.07176,37835.98047,0.39007,16169.77344,1
262.65485,16.27124,-15.07174,37835.52344,0.40349,16169.76562,1
262.17166,16.27124,-15.07173,37835.07031,0.41715,16169.76074,1
261.69037,16.27124,-15.07173,37834.61328,0.4305,16169.76074,1
261.21567,16.27124,-15.07174,37834.16016,0.44393,16169.76367,1
260.74173,16.27124,-15.07175,37833.69141,0.45729,16169.77051,1
260.27036,16.27123,-15.07177,37833.23438,0.47088,16169.78125,1
259.80685,16.27122,-15.07179,37832.78516,0.48426,16169.79297,1
259.34882,16.27121,-15.07182,37832.34375,0.49727,16169.80859,1
258.88776,16.2712,-15.07186,37831.88281,0.51075,16169.82617,1
258.43301,16.27118,-15.0719,37831.43359,0.524,16169.8457,1
257.98233,16.27117,-15.07194,37830.98438,0.5373,16169.86621,1
257.53397,16.27116,-15.07198,37830.51562,0.55057,16169.89062,1
257.09354,16.27114,-15.07203,37830.0625,0.56344,16169.91406,1
256.65762,16.27112,-15.07208,37829.60938,0.57629,16169.93945,1
256.22403,16.2711,-15.07213,37829.15234,0.58939,16169.96582,1
255.79353,16.27109,-15.07219,37828.6875,0.60267,16169.99316,1
255.36385,16.27107,-15.07224,37828.23047,0.61539,16170.02148,1
254.94153,16.27105,-15.0723,37827.77344,0.62841,16170.05078,1
254.52457,16.27103,-15.07236,37827.31641,0.64104,16170.08105,1
254.10768,16.27101,-15.07242,37826.86328,0.65381,16170.11133,1
253.69608,16.27098,-15.07249,37826.39844,0.66648,16170.14355,1
253.2888,16.27096,-15.07255,37825.94141,0.67914,16170.17676,1
252.88382,16.27094,-15.07262,37825.48438,0.69163,16170.21094,1
252.48044,16.27092,-15.07268,37825.01953,0.70432,16170.24414,1
252.08185,16.27089,-15.07275,37824.57031,0.71678,16170.27832,1
251.68456,16.27087,-15.07282,37824.10547,0.72911,16170.31152,1
251.29118,16.27085,-15.07288,37823.64844,0.74183,16170.3457,1
250.90338,16.27083,-15.07295,37823.20312,0.75423,16170.37695,1
250.5163,16.27081,-15.07301,37822.75781,0.76651,16170.41113,1
250.13416,16.27078,-15.07308,37822.30859,0.77895,16170.44434,1
249.75253,16.27076,-15.07314,37821.85938,0.79121,16170.47852,1
249.37592,16.27074,-15.07322,37821.39062,0.80339,16170.51172,1
249.0061,16.27072,-15.07328,37820.92578,0.81531,16170.5459,1
248.6329,16.27069,-15.07335,37820.45703,0.82762,16170.57715,1
248.2673,16.27067,-15.07341,37820.01562,0.83964,16170.61133,1
247.90424,16.27065,-15.07347,37819.56641,0.85169,16170.64453,1
247.54016,16.27062,-15.07354,37819.125,0.86527,16170.67871,1
247.17986,16.2706,-15.07363,37818.67969,0.87777,16170.72363,1
246.82492,16.27056,-15.07375,37818.23438,0.889,16170.78418,1
246.46735,16.2705,-15.0739,37817.78906,0.90005,16170.85938,1
