
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   SLprs,_inHG |   SLtmp,_degC |   _wind,speed |   _wind,__dir |   __trb,_locl |   _prec,_locl |   _hail,_locl |   AMprs,_inHG |   AMtmp,_degC |   LEtmp,_degC |   _dens,ratio |   ____A,_ktas |   ____Q,__psf |   gravi,_fts2 |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   _fuel,_1_lb |   _fuel,_2_lb |   _fuel,_3_lb |   _fuel,_4_lb |   _fuel,_5_lb |   _fuel,_6_lb |   _fuel,_7_lb |   _fuel,_8_lb | 
     14.75170 |      10.04749 |      10.04749 |       0.00000 |      17.55124 |      12.55124 |     510.66623 |      -0.07216 |       0.00003 |       0.00003 |       0.00003 |      -0.08304 |       0.00003 |       0.00003 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57670 |       0.13014 |     180.00000 |       0.08312 |       0.01496 |     911.18488 |     911.12964 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     15.75212 |      11.05019 |      11.05019 |       0.00000 |      17.55154 |      12.55154 |     510.66623 |      -0.02623 |       0.00001 |       0.00001 |       0.00001 |      -0.03019 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57658 |       0.13083 |     180.00000 |       0.02383 |       0.01164 |     911.10455 |     911.12964 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     16.74655 |      12.04556 |      12.04556 |       0.00000 |      17.55184 |      12.55184 |     510.66623 |      -0.00960 |       0.00000 |       0.00000 |       0.00000 |      -0.01105 |       0.00000 |       0.00000 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57639 |       0.13098 |     180.00000 |       0.00454 |       0.00907 |     911.02393 |     911.12964 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     17.74815 |      13.04687 |      13.04687 |       0.00000 |      17.55214 |      12.55213 |     510.66623 |      -0.00349 |       0.00001 |       0.00001 |       0.00001 |      -0.00402 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42367 |      -0.12985 |     180.00000 |      -0.03171 |       0.00706 |     910.98346 |     911.08978 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     18.75594 |      14.05389 |      14.05389 |       0.00000 |      17.55243 |      12.55243 |     510.66623 |      -0.00126 |       0.00006 |       0.00006 |       0.00006 |      -0.00145 |       0.00007 |       0.00007 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42352 |      -0.12356 |     180.00000 |      -0.18111 |       0.00548 |     910.94360 |     911.04944 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     19.75763 |      15.05674 |      15.05674 |       0.00000 |      17.55274 |      12.55274 |     510.66623 |      -0.00046 |       0.00009 |       0.00009 |       0.00009 |      -0.00053 |       0.00011 |       0.00011 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57697 |       0.11740 |     180.00000 |       0.26928 |       0.00426 |     910.90271 |     911.00879 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     20.75854 |      16.05810 |      16.05810 |       0.00000 |      17.55304 |      12.55304 |     510.66623 |      -0.00018 |       0.00002 |       0.00002 |       0.00002 |      -0.00020 |       0.00003 |       0.00003 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57686 |       0.11297 |     180.00000 |       0.07356 |       0.00332 |     910.82178 |     911.00879 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     21.76632 |      17.06526 |      17.06526 |       0.00000 |      17.55334 |      12.55334 |     510.66623 |      -0.00010 |       0.00006 |       0.00006 |       0.00006 |      -0.00011 |       0.00007 |       0.00007 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42284 |      -0.11006 |     180.00000 |      -0.18871 |       0.00258 |     910.74011 |     911.00879 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     22.76071 |      18.05864 |      18.05864 |       0.00000 |      17.55364 |      12.55364 |     510.66623 |      -0.00010 |       0.00001 |       0.00001 |       0.00001 |      -0.00011 |       0.00002 |       0.00002 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57750 |       0.10438 |     180.00000 |       0.04252 |       0.00201 |     910.65778 |     911.00879 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     23.76220 |      19.06141 |      19.06141 |       0.00000 |      17.55394 |      12.55394 |     510.66623 |      -0.00010 |       0.00002 |       0.00002 |       0.00002 |      -0.00011 |       0.00003 |       0.00003 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42210 |      -0.09884 |     180.00000 |      -0.06577 |       0.00156 |     910.65778 |     910.92468 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
