time,v_a,v_g,prs,tmp,lat,lon,alt_r,alt_i,payld,fuel,curr_w,cg,gear
6419.2783,22.395815,22.748905,29.215363,0.0115203485,42.737553,-73.804276,0.26736936,279.17526,448.80005,313.52075,2401.3208,0.0032480857,747.4605
6419.4785,23.205137,23.563444,29.215353,0.01149921,42.737576,-73.804276,0.26244697,279.18594,448.80005,313.5017,2401.3018,0.0032480857,734.774
6419.6787,24.00781,24.379498,29.215332,0.011460744,42.737595,-73.804276,0.26084322,279.2054,448.80005,313.5017,2401.3018,0.0032480857,734.96497
6419.879,24.809475,25.187967,29.215319,0.011431239,42.737617,-73.80428,0.2729139,279.2203,448.80005,313.5017,2401.3018,0.0032480857,708.6456
6420.079,25.595713,25.987194,29.215307,0.011405545,42.737644,-73.80428,0.2630911,279.2333,448.80005,313.5017,2401.3018,0.0032480857,711.7084
6420.2793,26.38199,26.781954,29.215292,0.011374704,42.737667,-73.80428,0.27955282,279.2489,448.80005,313.5017,2401.3018,0.0032480857,689.1353
6420.68,27.94579,28.36074,29.21528,0.011348416,42.737717,-73.80429,0.28670508,279.2622,448.80005,313.48288,2401.2827,0.0032480857,670.7461
6420.8804,28.719477,29.141954,29.215282,0.011357376,42.737743,-73.80429,0.2889898,279.25766,448.80005,313.48288,2401.2827,0.0032480857,657.29004
6421.0806,29.485464,29.915707,29.215286,0.01136302,42.737774,-73.80429,0.29675153,279.25482,448.80005,313.48288,2401.2827,0.0032480857,650.7546
6421.281,30.24843,30.685205,29.2153,0.01139203,42.7378,-73.80429,0.30174795,279.24014,448.80005,313.48288,2401.2827,0.0032480857,634.2639
6421.481,31.000612,31.44823,29.215313,0.011417872,42.737827,-73.8043,0.30741376,279.22708,448.80005,313.46402,2401.264,0.0032480857,628.8513
6421.681,31.750576,32.204853,29.215336,0.01146208,42.737858,-73.8043,0.3089287,279.2047,448.80005,313.46402,2401.264,0.0032480857,616.5352
6421.882,32.490856,32.95443,29.215351,0.011496239,42.73789,-73.8043,0.3152106,279.18747,448.80005,313.46402,2401.264,0.0032480857,606.65717
6422.082,33.225822,33.69954,29.215374,0.011541092,42.73792,-73.8043,0.30823067,279.16476,448.80005,313.46402,2401.264,0.0032480857,601.1013
6422.282,33.959473,34.43852,29.215385,0.011566092,42.73795,-73.8043,0.31756383,279.15213,448.80005,313.46402,2401.264,0.0032480857,579.7431
6422.4824,34.684742,35.169243,29.215399,0.011592083,42.737984,-73.804306,0.30150333,279.139,448.80005,313.44513,2401.245,0.0032480857,589.14545
6422.6826,35.398655,35.893738,29.215399,0.011593963,42.738014,-73.804306,0.3113664,279.13803,448.80005,313.44513,2401.245,0.0032480857,559.09485
6423.083,36.815224,37.32657,29.215382,0.0115586165,42.738083,-73.804306,0.2976991,279.1559,448.80005,313.44513,2401.245,0.0032480857,550.2595
6423.283,37.515007,38.032646,29.21536,0.011512874,42.738117,-73.80431,0.3026005,279.17905,448.80005,313.44513,2401.245,0.0032480857,538.0619
6423.4834,38.208458,38.73205,29.21534,0.011468714,42.738155,-73.80431,0.2917334,279.2014,448.80005,313.42587,2401.2258,0.0032480857,547.0837
6423.6836,38.895912,39.429955,29.215313,0.011416635,42.73819,-73.80431,0.30728737,279.2277,448.80005,313.42587,2401.2258,0.0032480857,519.6825
6423.884,39.58081,40.119213,29.215288,0.011370644,42.738228,-73.80431,0.3125286,279.25095,448.80005,313.42587,2401.2258,0.0032480857,519.9895
6424.084,40.257137,40.804646,29.215275,0.011345346,42.738266,-73.80431,0.3131317,279.26376,448.80005,313.42587,2401.2258,0.0032480857,519.77856
6424.284,40.931366,41.485756,29.21527,0.011332376,42.7383,-73.80432,0.33577818,279.2703,448.80005,313.42587,2401.2258,0.0032480857,486.28436
6424.4844,41.603596,42.160122,29.215275,0.0113423765,42.738342,-73.80432,0.3449732,279.26526,448.80005,313.40698,2401.207,0.0032480857,484.78632
6424.6846,42.265137,42.831287,29.215294,0.011378911,42.73838,-73.80432,0.34424505,279.24677,448.80005,313.40698,2401.207,0.0032480857,488.31146
6424.885,42.925137,43.497948,29.215315,0.011425644,42.73842,-73.80432,0.35901028,279.22314,448.80005,313.40698,2401.207,0.0032480857,459.62296
6425.085,43.577988,44.157528,29.215342,0.011477032,42.73846,-73.80433,0.3664211,279.19717,448.80005,313.40698,2401.207,0.0032480857,448.57315
6425.285,44.2268,44.810757,29.215368,0.011529259,42.738503,-73.80433,0.35440844,279.17075,448.80005,313.40698,2401.207,0.0032480857,462.8076
6425.4854,44.86623,45.458435,29.215385,0.011565795,42.738544,-73.80433,0.34695268,279.15228,448.80005,313.38803,2401.188,0.0032480857,449.97324
6425.686,45.499393,46.098984,29.215387,0.01157426,42.738586,-73.80433,0.3495703,279.148,448.80005,313.38803,2401.188,0.0032480857,418.195
6425.886,46.12387,46.730473,29.215382,0.011555993,42.73863,-73.80433,0.34465986,279.15726,448.80005,313.38803,2401.188,0.0032480857,408.19656
6426.0864,46.745304,47.357346,29.21536,0.011516932,42.73867,-73.80434,0.33091575,279.177,448.80005,313.38803,2401.188,0.0032480857,417.7862
6426.2866,47.358585,47.977345,29.215332,0.011460397,42.738716,-73.80434,0.32661286,279.20557,448.80005,313.38803,2401.188,0.0032480857,406.44385
6426.487,47.966602,48.594166,29.2153,0.011396536,42.73876,-73.80434,0.33825216,279.23785,448.80005,313.36905,2401.169,0.0032480857,379.6516
6426.687,48.572105,49.20504,29.215275,0.011341039,42.738808,-73.80434,0.35541636,279.26593,448.80005,313.36905,2401.169,0.0032480857,357.87714
6426.887,49.170155,49.81262,29.21526,0.011310544,42.738853,-73.804344,0.36708,279.28134,448.80005,313.36905,2401.169,0.0032480857,357.41003
6427.0874,49.768486,50.416504,29.21526,0.011312277,42.7389,-73.804344,0.3741165,279.28046,448.80005,313.36905,2401.169,0.0032480857,362.58328
6427.288,50.364628,51.018024,29.215275,0.011344654,42.738945,-73.804344,0.3819324,279.2641,448.80005,313.36905,2401.169,0.0032480857,357.72482
6427.4883,50.958656,51.61531,29.2153,0.011397624,42.73899,-73.804344,0.3916133,279.2373,448.80005,313.36905,2401.169,0.0032480857,342.62665
6427.6885,51.545837,52.207855,29.215332,0.011456981,42.73904,-73.804344,0.39834812,279.2073,448.80005,313.34967,2401.1497,0.0032480857,324.6463
6427.889,52.126404,52.79412,29.215355,0.011506339,42.73909,-73.80435,0.39686304,279.18234,448.80005,313.34967,2401.1497,0.0032480857,318.02164
6428.2896,53.263912,53.94429,29.215363,0.011520398,42.73919,-73.80435,0.3720667,279.17523,448.80005,313.34967,2401.1497,0.0032480857,323.21918
6428.4897,53.82135,54.509136,29.215342,0.011476239,42.73924,-73.80435,0.35964411,279.19757,448.80005,313.34967,2401.1497,0.0032480857,317.91977
6428.69,54.37307,55.068584,29.215307,0.011408862,42.73929,-73.80435,0.35499132,279.23163,448.80005,313.3306,2401.1306,0.0032480857,303.96637
6428.89,54.92376,55.6246,29.215273,0.011336931,42.739338,-73.80436,0.36060166,279.268,448.80005,313.3306,2401.1306,0.0032480857,284.02267
6429.0903,55.47122,56.17844,29.215244,0.011281138,42.73939,-73.80436,0.37552035,279.2962,448.80005,313.3306,2401.1306,0.0032480857,257.65143
6429.291,56.019955,56.73007,29.215233,0.011259405,42.739445,-73.80436,0.3949342,279.3072,448.80005,313.3306,2401.1306,0.0032480857,238.15005
6429.491,56.56337,57.28002,29.215242,0.011277722,42.739494,-73.80436,0.41351587,279.29794,448.80005,313.3306,2401.1306,0.0032480857,224.33781
6429.6914,57.108124,57.827038,29.21527,0.011329208,42.739548,-73.80437,0.4259671,279.2719,448.80005,313.31113,2401.111,0.0032480857,214.91826
6429.8916,57.645573,58.3703,29.2153,0.011395595,42.739605,-73.80437,0.42888907,279.23834,448.80005,313.31113,2401.111,0.0032480857,208.83437
6430.2925,58.701508,59.43565,29.215342,0.011477328,42.73971,-73.80437,0.409622,279.19702,448.80005,313.31113,2401.111,0.0032480857,197.14778
6430.4927,59.214046,59.956646,29.215332,0.011458219,42.73977,-73.80437,0.39680687,279.20667,448.80005,313.31113,2401.111,0.0032480857,183.89384
6430.693,59.726337,60.47128,29.215303,0.011399654,42.739822,-73.804375,0.38955164,279.2363,448.80005,313.29156,2401.0916,0.0032480857,167.87456
6430.893,60.2281,60.981857,29.215265,0.011320247,42.73988,-73.804375,0.3918411,279.27643,448.80005,313.29156,2401.0916,0.0032480857,151.31422
6431.0933,60.729797,61.489204,29.215227,0.011247326,42.739937,-73.804375,0.4045095,279.31332,448.80005,313.29156,2401.0916,0.0032480857,135.13293
6431.2935,61.231426,61.99623,29.215208,0.011206979,42.739994,-73.804375,0.42385727,279.3337,448.80005,313.29156,2401.0916,0.0032480857,122.09084
6431.4937,61.73299,62.503143,29.215212,0.011214949,42.74005,-73.80438,0.44264966,279.32968,448.80005,313.29156,2401.0916,0.0032480857,123.73642
6431.7065,62.270306,63.04451,29.21524,0.011274999,42.740112,-73.80438,0.45040363,279.29932,448.80005,313.27203,2401.072,0.0032480857,138.9406
6431.9043,62.7616,63.53974,29.21528,0.011351435,42.74017,-73.80438,0.449418,279.26068,448.80005,313.27203,2401.072,0.0032480857,130.89128
6432.104,63.247116,64.03237,29.215307,0.011410397,42.740227,-73.80439,0.4397048,279.23087,448.80005,313.27203,2401.072,0.0032480857,136.75836
6432.304,63.723103,64.51777,29.215319,0.01143005,42.740288,-73.80439,0.4235494,279.22092,448.80005,313.27203,2401.072,0.0032480857,133.3373
6432.5044,64.18977,64.996315,29.2153,0.011396882,42.74035,-73.80439,0.40978086,279.2377,448.80005,313.27203,2401.072,0.0032480857,119.33782
6432.7046,64.649254,65.46677,29.215261,0.011313168,42.74041,-73.80439,0.4102005,279.28003,448.80005,313.2526,2401.0527,0.0032480857,81.677505
6432.905,65.10168,65.93284,29.215206,0.011204801,42.740467,-73.8044,0.42972842,279.3348,448.80005,313.2526,2401.0527,0.0032480857,33.678696
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6558.257,0.862008,0.9987867,29.215395,0.011586488,42.737278,-73.80426,0.2126566,279.1418,848.98004,314.7464,2802.7263,0.0032480857,1041.8169
6558.457,1.7240236,1.8210218,29.215395,0.01158728,42.737278,-73.80426,0.21357337,279.14142,848.98004,314.7464,2802.7263,0.0032480857,1021.5755
6558.657,2.4884171,2.6196575,29.215395,0.011587775,42.73728,-73.80426,0.21507597,279.14117,848.98004,314.7464,2802.7263,0.0032480857,1004.8861
6558.8574,3.301261,3.4186416,29.215395,0.011589112,42.73728,-73.80426,0.21622397,279.1405,848.98004,314.7464,2802.7263,0.0032480857,996.8109
6559.0576,4.073719,4.2079086,29.215399,0.011591835,42.737286,-73.80426,0.2163189,279.13913,848.98004,314.72714,2802.7073,0.0032480857,995.7988
6559.2583,4.8508253,4.992851,29.215399,0.011594954,42.73729,-73.80426,0.21564053,279.13754,848.98004,314.72714,2802.7073,0.0032480857,996.79126
6559.4585,5.630655,5.776454,29.215403,0.011597825,42.737297,-73.80426,0.21464679,279.13608,848.98004,314.72714,2802.7073,0.0032480857,996.4633
6559.6587,6.3928714,6.552633,29.215403,0.011601142,42.7373,-73.80426,0.21392348,279.1344,848.98004,314.72714,2802.7073,0.0032480857,997.2596
6559.8594,7.160432,7.3253593,29.215406,0.011605449,42.73731,-73.80426,0.2149165,279.13223,848.98004,314.72714,2802.7073,0.0032480857,994.20276
6560.059,7.9317856,8.097289,29.215408,0.011612825,42.737316,-73.80426,0.21823308,279.1285,848.98004,314.70792,2802.688,0.0032480857,986.64886
6560.2593,8.691687,8.864116,29.215416,0.011625053,42.737324,-73.80426,0.22277439,279.1223,848.98004,314.70792,2802.688,0.0032480857,974.8664
6560.4595,9.429776,9.623433,29.215424,0.011641142,42.73733,-73.80426,0.22565515,279.1142,848.98004,314.70792,2802.688,0.0032480857,963.1119
6560.66,10.187349,10.382972,29.21543,0.011656489,42.737343,-73.80426,0.2243445,279.1064,848.98004,314.70792,2802.688,0.0032480857,958.1324
6560.861,10.926415,11.137048,29.215435,0.011665796,42.73735,-73.80426,0.22007576,279.1017,848.98004,314.70792,2802.688,0.0032480857,961.9571
6561.061,11.67174,11.881937,29.215437,0.011668816,42.737362,-73.80426,0.21842301,279.1002,848.98004,314.6891,2802.6692,0.0032480857,965.6238
6561.261,12.402237,12.625525,29.215439,0.011673172,42.737373,-73.80427,0.22327718,279.098,848.98004,314.6891,2802.6692,0.0032480857,958.2427
6561.4614,13.129824,13.365405,29.215446,0.01168545,42.737385,-73.80427,0.22932364,279.0918,848.98004,314.6891,2802.6692,0.0032480857,940.443
6561.6616,13.854955,14.100468,29.215452,0.011699658,42.737396,-73.80427,0.22749236,279.0846,848.98004,314.6891,2802.6692,0.0032480857,933.4833
6561.862,14.577999,14.833037,29.215452,0.011702777,42.73741,-73.80427,0.22036137,279.08304,848.98004,314.6891,2802.6692,0.0032480857,948.04987
6562.062,15.299252,15.5621605,29.21545,0.011695895,42.737427,-73.80427,0.22150885,279.08652,848.98004,314.6702,2802.6501,0.0032480857,960.55524
6562.262,16.018955,16.286959,29.215448,0.011695004,42.73744,-73.80427,0.22961956,279.08694,848.98004,314.6702,2802.6501,0.0032480857,950.3894
6562.462,16.73731,17.00747,29.215452,0.011699311,42.737457,-73.80427,0.22692841,279.08478,848.98004,314.6702,2802.6501,0.0032480857,940.8048
6562.662,17.433182,17.719648,29.215448,0.011689014,42.737473,-73.80427,0.21804857,279.09,848.98004,314.6702,2802.6501,0.0032480857,950.7286
6562.862,18.136494,18.42768,29.215437,0.011668717,42.737488,-73.80427,0.2237138,279.10025,848.98004,314.6702,2802.6501,0.0032480857,948.62897
6563.0537,18.813538,19.108452,29.215431,0.011658816,42.737503,-73.80427,0.22891454,279.10526,848.98004,314.65106,2802.631,0.0032480857,927.4363
6563.2524,19.498829,19.806248,29.215424,0.011644162,42.737522,-73.804276,0.21838431,279.11267,848.98004,314.65106,2802.631,0.0032480857,925.37573
6563.4526,20.185398,20.502583,29.215408,0.01161134,42.73754,-73.804276,0.22034512,279.12927,848.98004,314.65106,2802.631,0.0032480857,922.11084
6563.653,20.873114,21.196728,29.215395,0.011587677,42.73756,-73.804276,0.22927698,279.14124,848.98004,314.65106,2802.631,0.0032480857,898.4549
6563.853,21.55613,21.886477,29.215385,0.011564953,42.73758,-73.804276,0.21864049,279.1527,848.98004,314.65106,2802.631,0.0032480857,897.6045
6564.053,22.234873,22.576723,29.215368,0.011526339,42.737602,-73.804276,0.22486971,279.17224,848.98004,314.63196,2802.612,0.0032480857,890.55975
6564.2534,22.920534,23.266478,29.215353,0.011503121,42.73762,-73.804276,0.23187175,279.18396,848.98004,314.63196,2802.612,0.0032480857,868.63257
6564.4536,23.59152,23.94466,29.215342,0.011477725,42.737644,-73.804276,0.22276866,279.1968,848.98004,314.63196,2802.612,0.0032480857,874.4171
6564.654,24.259262,24.622902,29.215328,0.011448714,42.737667,-73.80428,0.23866034,279.2115,848.98004,314.63196,2802.612,0.0032480857,853.8409
6564.8535,24.924025,25.295912,29.215326,0.011440793,42.73769,-73.80428,0.2345871,279.21548,848.98004,314.63196,2802.612,0.0032480857,847.80817
6565.053,25.586035,25.96323,29.215315,0.011423912,42.737713,-73.80428,0.24062943,279.22403,848.98004,314.6127,2802.5928,0.0032480857,843.6221
6565.2544,26.245502,26.63105,29.215319,0.011427674,42.73774,-73.80428,0.2504794,279.2221,848.98004,314.6127,2802.5928,0.0032480857,822.49115
6565.4546,26.902617,27.29211,29.21532,0.011434704,42.737762,-73.80428,0.24578728,279.21857,848.98004,314.6127,2802.5928,0.0032480857,828.92
6565.655,27.553047,27.951653,29.215328,0.011450249,42.73779,-73.80428,0.26324755,279.2107,848.98004,314.6127,2802.5928,0.0032480857,801.5223
6565.855,28.20165,28.60358,29.215342,0.011479705,42.737816,-73.80429,0.2536704,279.1958,848.98004,314.6127,2802.5928,0.0032480857,811.28625
6566.055,28.84426,29.255486,29.215355,0.011506487,42.737843,-73.80429,0.27112713,279.18228,848.98004,314.59387,2802.5737,0.0032480857,786.14764
6566.2554,29.485464,29.901306,29.215376,0.011548468,42.73787,-73.80429,0.2592749,279.16104,848.98004,314.59387,2802.5737,0.0032480857,799.79913
6566.664,30.776083,31.205261,29.215414,0.011619707,42.737926,-73.80429,0.25910375,279.12503,848.98004,314.59387,2802.5737,0.0032480857,791.83813
6566.8555,31.36994,31.809212,29.21542,0.011639063,42.737953,-73.80429,0.27160847,279.11523,848.98004,314.59387,2802.5737,0.0032480857,766.5709
6567.0557,31.983753,32.433388,29.215431,0.011660053,42.737984,-73.8043,0.25451714,279.1046,848.98004,314.57495,2802.555,0.0032480857,783.7944
6567.256,32.601208,33.056923,29.215431,0.011658568,42.738014,-73.8043,0.26527902,279.10538,848.98004,314.57495,2802.555,0.0032480857,760.03546
6567.456,33.21091,33.672028,29.215427,0.0116500035,42.738045,-73.8043,0.24869977,279.1097,848.98004,314.57495,2802.555,0.0032480857,783.80414
6567.6562,33.816944,34.28658,29.215414,0.011623765,42.738075,-73.8043,0.2567561,279.123,848.98004,314.57495,2802.555,0.0032480857,760.8191
6567.856,34.419506,34.893917,29.215395,0.011585597,42.73811,-73.8043,0.24868752,279.14227,848.98004,314.57495,2802.555,0.0032480857,772.1208
6568.056,35.015232,35.497772,29.215374,0.011544111,42.73814,-73.8043,0.24964036,279.16324,848.98004,314.55573,2802.5356,0.0032480857,753.60254
6568.2563,35.611427,36.09761,29.21535,0.011491289,42.738174,-73.804306,0.2584569,279.18997,848.98004,314.55573,2802.5356,0.0032480857,735.5042
6568.4565,36.197807,36.693233,29.215328,0.011452378,42.73821,-73.804306,0.25161067,279.20963,848.98004,314.55573,2802.5356,0.0032480857,736.9302
6568.657,36.784935,37.287636,29.21531,0.011412971,42.738243,-73.804306,0.2723685,279.22955,848.98004,314.55573,2802.5356,0.0032480857,696.3487
6568.8574,37.369473,37.877632,29.2153,0.011392971,42.738277,-73.804306,0.27148184,279.23965,848.98004,314.55573,2802.5356,0.0032480857,703.6917
6569.0576,37.95153,38.46552,29.2153,0.0113926735,42.73831,-73.804306,0.2813865,279.2398,848.98004,314.53647,2802.5166,0.0032480857,684.8577
6569.258,38.531223,39.05135,29.215305,0.011403367,42.738346,-73.804306,0.29993987,279.2344,848.98004,314.53647,2802.5166,0.0032480857,660.59973
6569.458,39.108658,39.631752,29.21532,0.011440199,42.738384,-73.80431,0.29442143,279.2158,848.98004,314.53647,2802.5166,0.0032480857,682.25745
6569.658,39.680813,40.20937,29.215347,0.011485646,42.738422,-73.80431,0.3061577,279.1928,848.98004,314.53647,2802.5166,0.0032480857,662.39075
6569.8584,40.24791,40.78191,29.21537,0.011532973,42.738457,-73.80431,0.31306395,279.16888,848.98004,314.53647,2802.5166,0.0032480857,659.67584
6570.0586,40.81016,41.348995,29.215395,0.011584508,42.738495,-73.80431,0.29901126,279.14282,848.98004,314.51755,2802.4973,0.0032480857,681.0525
6570.259,41.367764,41.912403,29.215414,0.011619459,42.738533,-73.80432,0.3010136,279.12515,848.98004,314.51755,2802.4973,0.0032480857,654.72577
6570.4595,41.914993,42.470097,29.21542,0.011632083,42.738575,-73.80432,0.30203444,279.11877,848.98004,314.51755,2802.4973,0.0032480857,632.4641
6570.6597,42.461006,43.021027,29.215416,0.011627677,42.738613,-73.80432,0.28468367,279.121,848.98004,314.51755,2802.4973,0.0032480857,639.11084
6570.86,43.000088,43.568367,29.215403,0.011599409,42.738655,-73.80432,0.28011724,279.13528,848.98004,314.51755,2802.4973,0.0032480857,613.1758
6571.0605,43.538185,44.11072,29.215376,0.011548319,42.738693,-73.80432,0.2891252,279.16113,848.98004,314.4986,2802.4785,0.0032480857,577.4964
6571.2607,44.069706,44.649315,29.21535,0.011491339,42.738735,-73.80433,0.28689286,279.18994,848.98004,314.4986,2802.4785,0.0032480857,582.4377
6571.461,44.597675,45.18424,29.21532,0.011439655,42.738777,-73.80433,0.28429365,279.21606,848.98004,314.4986,2802.4785,0.0032480857,590.52783
6571.6616,45.127697,45.71775,29.2153,0.011397129,42.73882,-73.80433,0.3007043,279.23758,848.98004,314.4986,2802.4785,0.0032480857,564.08984
6571.862,45.65428,46.248173,29.215292,0.011375991,42.73886,-73.80433,0.32107452,279.24826,848.98004,314.4986,2802.4785,0.0032480857,552.9142
6572.0625,46.177544,46.776505,29.215296,0.011385941,42.738903,-73.80434,0.32803282,279.24323,848.98004,314.4793,2802.4592,0.0032480857,571.2408
6572.262,46.69494,47.300327,29.215315,0.01142317,42.73895,-73.80434,0.32984132,279.2244,848.98004,314.4793,2802.4592,0.0032480857,579.4477
6572.4624,47.21191,47.821945,29.215342,0.011476239,42.73899,-73.80434,0.33884883,279.19757,848.98004,314.4793,2802.4592,0.0032480857,552.5485
6572.6626,47.72588,48.340992,29.21537,0.011533368,42.739037,-73.80434,0.3481499,279.16867,848.98004,314.4793,2802.4592,0.0032480857,519.1284
6572.863,48.231804,48.853523,29.215395,0.011583814,42.739082,-73.804344,0.34462956,279.1432,848.98004,314.4793,2802.4592,0.0032480857,512.88403
6573.0635,48.737553,49.360683,29.215408,0.011613864,42.73913,-73.804344,0.3292196,279.128,848.98004,314.4793,2802.4592,0.0032480857,511.58624
6573.2637,49.238117,49.86336,29.215408,0.011615301,42.739174,-73.804344,0.31343612,279.12726,848.98004,314.45993,2802.4397,0.0032480857,513.81036
6573.664,50.21934,50.85624,29.215368,0.011527972,42.739265,-73.804344,0.31090373,279.17142,848.98004,314.45993,2802.4397,0.0032480857,493.9282
6573.8643,50.697945,51.344917,29.215332,0.011459902,42.73931,-73.80435,0.31792685,279.20584,848.98004,314.45993,2802.4397,0.0032480857,490.9913
6574.0645,51.176914,51.831627,29.215303,0.0113979215,42.73936,-73.80435,0.32551184,279.23715,848.98004,314.45993,2802.4397,0.0032480857,487.36075
6574.264,51.658638,52.316093,29.215282,0.011360495,42.739407,-73.80435,0.33322257,279.2561,848.98004,314.44055,2802.4204,0.0032480857,487.54373
6574.465,52.13591,52.8011,29.215282,0.011356139,42.739456,-73.80436,0.3436528,279.2583,848.98004,314.44055,2802.4204,0.0032480857,475.9024
6574.665,52.613556,53.28372,29.215296,0.0113855945,42.739506,-73.80436,0.35594958,279.2434,848.98004,314.44055,2802.4204,0.0032480857,455.74268
6574.865,53.08924,53.763355,29.215326,0.011440496,42.739555,-73.80436,0.36647645,279.21564,848.98004,314.44055,2802.4204,0.0032480857,431.66992
6575.0654,53.5607,54.238922,29.215353,0.011502824,42.739605,-73.80436,0.37145993,279.1841,848.98004,314.44055,2802.4204,0.0032480857,404.393
6575.2656,54.03263,54.71109,29.215382,0.011556883,42.739655,-73.80437,0.36719045,279.1568,848.98004,314.42145,2802.4016,0.0032480857,397.26685
6575.466,54.493652,55.1769,29.215395,0.011583023,42.739708,-73.80437,0.35591915,279.1436,848.98004,314.42145,2802.4016,0.0032480857,402.99924
6575.666,54.94856,55.636753,29.215387,0.0115709435,42.739758,-73.80437,0.34216592,279.1497,848.98004,314.42145,2802.4016,0.0032480857,412.497
6575.866,55.395256,56.091408,29.215364,0.011522527,42.73981,-73.80437,0.3313959,279.17416,848.98004,314.42145,2802.4016,0.0032480857,417.07846
6576.0664,55.83838,56.54165,29.215328,0.011450892,42.73986,-73.804375,0.32813624,279.2104,848.98004,314.42145,2802.4016,0.0032480857,413.18875
6576.2666,56.278015,56.990273,29.215294,0.011378862,42.739914,-73.804375,0.33378026,279.2468,848.98004,314.40198,2802.3818,0.0032480857,405.29663
6576.467,56.716427,57.43681,29.21527,0.011327525,42.739967,-73.804375,0.34735778,279.27277,848.98004,314.40198,2802.3818,0.0032480857,387.1958
6576.6646,57.153645,57.87852,29.215261,0.011314208,42.74002,-73.804375,0.36399996,279.27948,848.98004,314.40198,2802.3818,0.0032480857,371.51688
6576.8647,57.59399,58.322605,29.215275,0.011343168,42.740074,-73.80438,0.37861633,279.26486,848.98004,314.40198,2802.3818,0.0032480857,360.08414
6577.065,58.031,58.765114,29.215305,0.011402971,42.740128,-73.80438,0.38634366,279.23462,848.98004,314.40198,2802.3818,0.0032480857,354.55057
6577.2646,58.466858,59.202698,29.21534,0.011471585,42.74018,-73.80438,0.3848322,279.19992,848.98004,314.38284,2802.3628,0.0032480857,348.68652
6577.464,58.897385,59.635616,29.215364,0.011524012,42.74024,-73.80438,0.3745114,279.1734,848.98004,314.38284,2802.3628,0.0032480857,349.66852
6577.6636,59.318527,60.06329,29.215372,0.011537973,42.74029,-73.80438,0.3603708,279.16635,848.98004,314.38284,2802.3628,0.0032480857,341.54254
6577.8555,59.722187,60.470585,29.215355,0.011507923,42.740345,-73.80439,0.34982118,279.18155,848.98004,314.38284,2802.3628,0.0032480857,327.80048
6578.0537,60.12726,60.884445,29.215326,0.011442229,42.740402,-73.80439,0.3448819,279.21475,848.98004,314.38284,2802.3628,0.0032480857,318.9369
6578.254,60.533707,61.29798,29.215282,0.0113601,42.74046,-73.80439,0.3506011,279.2563,848.98004,314.3635,2802.3435,0.0032480857,306.15332
6578.454,60.93948,61.711296,29.215252,0.011291781,42.740513,-73.80439,0.36585474,279.29083,848.98004,314.3635,2802.3435,0.0032480857,292.7953
6578.654,61.3466,62.12423,29.215233,0.0112621775,42.74057,-73.80439,0.38577494,279.3058,848.98004,314.3635,2802.3435,0.0032480857,282.6645
6578.854,61.75706,62.537365,29.215244,0.011280989,42.74063,-73.8044,0.40365884,279.2963,848.98004,314.3635,2802.3435,0.0032480857,277.74783
6579.054,62.170784,62.951443,29.215275,0.011345792,42.74069,-73.8044,0.40962526,279.26352,848.98004,314.3635,2802.3435,0.0032480857,288.67166
6579.2544,62.573853,63.359566,29.215313,0.011417278,42.740746,-73.8044,0.40794846,279.2274,848.98004,314.34427,2802.3245,0.0032480857,284.78152
6579.4546,62.97238,63.76162,29.21534,0.011470249,42.740807,-73.8044,0.3962328,279.2006,848.98004,314.34427,2802.3245,0.0032480857,285.72183
6579.655,63.36254,64.15807,29.215342,0.01148208,42.740864,-73.8044,0.3792253,279.1946,848.98004,314.34427,2802.3245,0.0032480857,283.46527
6579.855,63.74642,64.54701,29.215326,0.01144307,42.740925,-73.8044,0.36592677,279.21432,848.98004,314.34427,2802.3245,0.0032480857,278.41257
6580.055,64.124146,64.93258,29.215286,0.011365396,42.740982,-73.8044,0.36386967,279.2536,848.98004,314.34427,2802.3245,0.0032480857,268.83142
6580.2554,64.497734,65.31668,29.21524,0.011276831,42.741043,-73.804405,0.37694207,279.2984,848.98004,314.325,2802.305,0.0032480857,249.47252
6580.4556,64.87299,65.70125,29.215206,0.011203612,42.741104,-73.804405,0.4063987,279.33542,848.98004,314.325,2802.305,0.0032480857,209.86484
6580.856,65.60386,66.46603,29.215193,0.011175146,42.741226,-73.804405,0.48068628,279.3498,848.98004,314.325,2802.305,0.0032480857,102.9407
6581.056,65.96343,66.84584,29.215212,0.011213464,42.741287,-73.804405,0.5014905,279.33044,848.98004,314.325,2802.305,0.0032480857,0
6581.2563,66.32854,67.220634,29.215239,0.011267425,42.74135,-73.804405,0.4964007,279.30316,848.98004,314.30533,2802.2854,0.0032480857,0
6581.4565,66.691635,67.58793,29.215252,0.011291484,42.741413,-73.804405,0.47639033,279.291,848.98004,314.30533,2802.2854,0.0032480857,67.02088
6581.6567,67.05277,67.94811,29.21524,0.011272771,42.741474,-73.804405,0.45026734,279.30045,848.98004,314.30533,2802.2854,0.0032480857,80.478424
6581.857,67.41197,68.30451,29.215208,0.01120891,42.74154,-73.80441,0.43458772,279.33273,848.98004,314.30533,2802.2854,0.0032480857,89.7832
6582.057,67.75647,68.65671,29.215164,0.01111871,42.7416,-73.80441,0.44254944,279.37833,848.98004,314.30533,2802.2854,0.0032480857,81.9466
0,0,0,0,0,0,0,0,0,0,0,0,0,0
