time,vind_kias,prs,tmp,alt_msl,curr_w
2897.00684,49.57558,30.08717,15.02299,867.38025,2548.25708
2897.2063,50.15165,30.08715,15.02295,867.39587,2548.25708
2897.40649,50.716,30.08713,15.02291,867.41974,2548.25708
2897.60645,51.28437,30.08711,15.02288,867.43335,2548.25708
2897.8064,51.84399,30.0871,15.02286,867.44336,2548.23853
2898.00684,52.40013,30.0871,15.02285,867.44885,2548.23853
2898.20166,52.9529,30.0871,15.02285,867.44733,2548.23853
2898.40698,53.50242,30.08712,15.02289,867.42444,2548.23853
2898.6167,54.09486,30.08717,15.02298,867.37573,2548.23853
2898.82666,54.67369,30.08721,15.02307,867.32941,2548.21948
2899.02661,55.21083,30.08726,15.02317,867.28125,2548.21948
2899.22632,55.7428,30.0873,15.02324,867.24432,2548.21948
2899.42676,56.26041,30.08734,15.02331,867.21307,2548.21948
2899.62671,56.75251,30.08735,15.02333,867.20105,2548.21948
2899.83667,57.26329,30.08735,15.02334,867.20013,2548.20068
2900.03687,57.71503,30.08735,15.02335,867.19482,2548.20068
2900.23657,58.20158,30.08737,15.02338,867.17462,2548.20068
2900.43652,58.71986,30.08742,15.02347,867.12805,2548.20068
2900.63672,59.25795,30.08747,15.02359,867.065,2548.20068
2900.83667,59.80437,30.08755,15.02373,866.99536,2548.18188
2901.03687,60.33062,30.08762,15.02387,866.92438,2548.18188
2901.23657,60.84585,30.08768,15.02398,866.86774,2548.18188
2901.43652,61.33965,30.08772,15.02407,866.82758,2548.18188
2901.64648,61.84011,30.08775,15.02412,866.80334,2548.18188
2901.84644,62.28604,30.08776,15.02413,866.79846,2548.16309
2902.03662,62.71415,30.08776,15.02413,866.79974,2548.16309
2902.23682,63.15391,30.08776,15.02413,866.79803,2548.16309
2902.43677,63.60918,30.08776,15.02415,866.78625,2548.16309
2902.63672,64.0694,30.08779,15.02421,866.75592,2548.16309
2902.83667,64.52635,30.08784,15.0243,866.70776,2548.14429
2903.03687,64.98009,30.0879,15.02441,866.64917,2548.14429
2903.23682,65.42064,30.08797,15.02456,866.57465,2548.14429
2903.43677,65.84033,30.08802,15.02465,866.53052,2548.14429
2903.63696,66.24747,30.08805,15.02472,866.49969,2548.14429
0,0,0,0,0,0
2934.81714,0.51214,30.08736,15.02337,867.1864,2679.41992
2935.01758,0.51214,30.08736,15.02336,867.18695,2679.40942
2935.21777,0.72429,30.08736,15.02336,867.1875,2679.40942
2935.41748,0.88708,30.08736,15.02336,867.18811,2679.40942
2935.61768,1.02431,30.08736,15.02336,867.18884,2679.40942
2935.81787,1.25453,30.08736,15.02336,867.18945,2679.40942
2936.01733,1.44862,30.08736,15.02336,867.19012,2679.39722
2936.21753,1.69866,30.08736,15.02336,867.19073,2679.39722
2936.41748,2.04867,30.08736,15.02335,867.19141,2679.39722
2936.61743,2.34706,30.08736,15.02335,867.19226,2679.39722
2936.81738,2.75812,30.08736,15.02335,867.19324,2679.39722
2937.01758,3.15724,30.08735,15.02335,867.19452,2679.38257
2937.21753,3.58521,30.08735,15.02335,867.19617,2679.38257
2937.41724,4.03286,30.08735,15.02334,867.19794,2679.38257
2937.61694,4.5523,30.08735,15.02334,867.20026,2679.38257
2937.81714,5.07027,30.08735,15.02333,867.20306,2679.38257
2938.01733,5.61059,30.08734,15.02333,867.20642,2679.36597
2938.21704,6.18864,30.08734,15.02332,867.21033,2679.36597
2938.41724,6.77544,30.08734,15.02331,867.21509,2679.36597
2938.61719,7.36893,30.08733,15.0233,867.22028,2679.36597
2938.81738,7.98403,30.08732,15.02329,867.22607,2679.36597
2939.01733,8.64653,30.08732,15.02328,867.23218,2679.34839
2939.22705,9.3323,30.08731,15.02326,867.23901,2679.34839
2939.427,9.99729,30.0873,15.02325,867.24597,2679.34839
2939.6272,10.67001,30.08729,15.02323,867.25421,2679.34839
2939.82739,11.37217,30.08728,15.02321,867.26465,2679.34839
2940.02734,12.05521,30.08727,15.02319,867.27716,2679.33032
2940.22729,12.76339,30.08726,15.02316,867.29126,2679.33032
2940.42725,13.46354,30.08724,15.02313,867.30469,2679.33032
2940.62695,14.16612,30.08723,15.02311,867.3161,2679.33032
2940.82715,14.87961,30.08722,15.02309,867.32642,2679.33032
2941.0271,15.58568,30.08721,15.02307,867.33923,2679.31226
2941.22729,16.30141,30.08719,15.02303,867.35706,2679.31226
2941.42725,17.01015,30.08717,15.02299,867.37683,2679.31226
2941.6272,17.73495,30.08715,15.02296,867.39166,2679.31226
2941.82715,18.44551,30.08715,15.02294,867.39966,2679.31226
2942.02734,19.17077,30.08714,15.02293,867.40887,2679.29395
2942.22705,19.87619,30.08712,15.0229,867.42554,2679.29395
2942.42749,20.58929,30.0871,15.02286,867.44171,2679.29395
2942.6272,21.30315,30.0871,15.02285,867.44574,2679.29395
2942.82739,22.01173,30.0871,15.02286,867.44342,2679.29395
2943.02734,22.71553,30.0871,15.02285,867.44904,2679.27515
2943.22729,23.42059,30.08709,15.02283,867.45544,2679.27515
2943.42725,24.11591,30.0871,15.02285,867.44604,2679.27515
2943.62744,24.82346,30.08711,15.02288,867.43121,2679.27515
2943.82715,25.51654,30.08712,15.02289,867.42542,2679.27515
2944.0271,26.21131,30.08713,15.02291,867.41223,2679.25684
2944.22729,26.89788,30.08716,15.02296,867.38617,2679.25684
2944.427,27.58638,30.08718,15.023,867.36694,2679.25684
2944.62695,28.27204,30.08719,15.02304,867.34753,2679.25684
2944.82739,28.95052,30.08722,15.0231,867.31927,2679.25684
2945.02734,29.62232,30.08725,15.02314,867.29547,2679.23853
2945.22754,30.2922,30.08727,15.02319,867.27454,2679.23853
2945.42749,30.96031,30.08729,15.02322,867.25543,2679.23853
2945.62671,31.62259,30.08731,15.02326,867.2395,2679.23853
2945.82715,32.28348,30.08732,15.02328,867.22778,2679.23853
2946.0271,32.93509,30.08732,15.02328,867.22736,2679.21973
2946.22729,33.58577,30.08732,15.02329,867.22485,2679.21973
2946.42749,34.23174,30.08732,15.02327,867.23517,2679.21973
2946.62744,34.86952,30.08729,15.02324,867.25299,2679.21973
2946.82739,35.50692,30.08728,15.02321,867.2666,2679.21973
2947.02734,36.13307,30.08725,15.02315,867.30054,2679.20093
2947.22729,36.7664,30.08722,15.0231,867.32397,2679.20093
2947.42749,37.39252,30.08719,15.02303,867.35815,2679.20093
2947.6272,38.01522,30.08716,15.02297,867.38818,2679.20093
2947.82715,38.63467,30.08714,15.02292,867.4126,2679.20093
2948.0271,39.24435,30.08711,15.02287,867.43793,2679.18188
2948.22705,39.85787,30.0871,15.02284,867.45105,2679.18188
2948.427,40.46532,30.08709,15.02283,867.45868,2679.18188
2948.62695,41.06379,30.08709,15.02283,867.45856,2679.18188
2948.82715,41.65997,30.0871,15.02285,867.44696,2679.18188
2949.02734,42.25393,30.08711,15.02287,867.43555,2679.16357
2949.22729,42.84885,30.08713,15.02292,867.40961,2679.16357
2949.42725,43.43562,30.08715,15.02296,867.39069,2679.16357
2949.6272,44.02052,30.08718,15.02302,867.35992,2679.16357
2949.82715,44.59482,30.0872,15.02305,867.34161,2679.16357
2950.02734,45.15891,30.08723,15.0231,867.31726,2679.14478
2950.22729,45.71891,30.08724,15.02312,867.31018,2679.14478
2950.42725,46.27213,30.08724,15.02313,867.30396,2679.14478
2950.6272,46.83562,30.08724,15.02312,867.31238,2679.14478
2950.82715,47.39241,30.08722,15.02309,867.32489,2679.14478
2951.02759,47.94547,30.08721,15.02306,867.34094,2679.14478
2951.22754,48.48411,30.08718,15.02302,867.36401,2679.12598
2951.42725,49.02219,30.08716,15.02298,867.38617,2679.12598
2951.62695,49.55706,30.08714,15.02293,867.4068,2679.12598
2951.82715,50.09408,30.08712,15.0229,867.42603,2679.12598
2952.0271,50.62799,30.08711,15.02288,867.43243,2679.12598
2952.22705,51.15633,30.0871,15.02286,867.44061,2679.10718
2952.427,51.68435,30.08711,15.02288,867.4314,2679.10718
2952.6272,52.20703,30.08714,15.02293,867.40027,2679.10718
2952.82715,52.73448,30.08719,15.02303,867.35272,2679.10718
2953.02686,53.2567,30.08724,15.02312,867.3078,2679.10718
2953.22681,53.7641,30.08727,15.0232,867.26831,2679.08838
2953.427,54.26432,30.08731,15.02325,867.23981,2679.08838
2953.62695,54.7552,30.08734,15.02331,867.21234,2679.08838
2953.8269,55.22271,30.08735,15.02334,867.19666,2679.08838
2954.02661,55.6863,30.08736,15.02336,867.18671,2679.08838
2954.22681,56.14606,30.08737,15.02339,867.1709,2679.06958
2954.427,56.62989,30.0874,15.02344,867.1452,2679.06958
2954.62671,57.13947,30.08745,15.02353,867.09711,2679.06958
2954.82666,57.65591,30.08751,15.02365,867.03735,2679.06958
2955.02661,58.16327,30.08757,15.02377,866.97479,2679.06958
2955.22681,58.65058,30.08763,15.02388,866.91968,2679.05029
2955.42676,59.12278,30.08767,15.02396,866.87958,2679.05029
2955.62671,59.57584,30.0877,15.02403,866.84552,2679.05029
2955.82642,60.01892,30.08773,15.02408,866.8205,2679.05029
2956.02686,60.45441,30.08774,15.02411,866.80597,2679.05029
2956.22632,60.8911,30.08776,15.02414,866.79352,2679.03174
2956.42676,61.31826,30.08777,15.02416,866.78131,2679.03174
2956.62671,61.74034,30.08778,15.02419,866.76953,2679.03174
2956.8269,62.16588,30.0878,15.02422,866.75031,2679.03174
2957.02686,62.60949,30.08784,15.02429,866.71405,2679.03174
2957.22681,63.07285,30.08789,15.0244,866.65698,2679.0127
2957.42676,63.5349,30.08797,15.02455,866.58026,2679.0127
2957.62695,63.98542,30.08804,15.0247,866.50281,2679.0127
2957.82666,64.40427,30.0881,15.02481,866.45129,2679.0127
2958.02637,64.79613,30.08814,15.02489,866.41449,2679.0127
2958.22656,65.18163,30.08817,15.02493,866.39185,2678.9939
2958.42651,65.58284,30.08818,15.02496,866.37885,2678.9939
2958.62671,66.00945,30.08819,15.02498,866.36859,2678.9939
2958.82642,66.43331,30.08819,15.02499,866.36499,2678.9939
2959.02661,66.83094,30.08818,15.02496,866.38141,2678.9939
2959.22656,67.18134,30.08815,15.0249,866.41406,2678.97534
0,0,0,0,0,0
2984.21631,0.51214,30.08737,15.02339,867.1748,2805.97144
2984.41602,0.72429,30.08737,15.02339,867.17529,2805.97144
2984.60645,0.88708,30.08737,15.02339,867.1759,2805.96021
2984.8064,1.02431,30.08737,15.02338,867.17664,2805.96021
2985.00635,1.14522,30.08737,15.02338,867.17731,2805.96021
2985.20654,1.35505,30.08737,15.02338,867.17804,2805.96021
2985.40649,1.69866,30.08737,15.02338,867.17871,2805.96021
2985.60669,1.98362,30.08737,15.02338,867.17944,2805.94678
2985.8064,2.29049,30.08737,15.02338,867.18024,2805.94678
2986.00659,2.61157,30.08737,15.02338,867.18109,2805.94678
2986.20654,2.98645,30.08737,15.02337,867.18231,2805.94678
2986.40649,3.43576,30.08736,15.02337,867.18384,2805.94678
2986.60645,3.86682,30.08736,15.02337,867.18561,2805.93115
2986.8064,4.34594,30.08736,15.02336,867.18781,2805.93115
2987.00659,4.85891,30.08736,15.02336,867.19043,2805.93115
2987.21655,5.3961,30.08736,15.02335,867.19385,2805.93115
2987.41626,5.95094,30.08735,15.02334,867.19775,2805.93115
2987.61646,6.49878,30.08735,15.02333,867.20227,2805.91406
2987.81592,7.07841,30.08734,15.02332,867.20746,2805.91406
2988.01636,7.66555,30.08734,15.02331,867.21313,2805.91406
2988.21631,8.3061,30.08733,15.0233,867.21814,2805.91406
2988.41626,8.9154,30.08733,15.02329,867.22296,2805.91406
2988.61597,9.55453,30.08732,15.02328,867.22815,2805.896
2988.81641,10.19219,30.08731,15.02327,867.2348,2805.896
2989.01636,10.86491,30.08731,15.02325,867.24359,2805.896
2989.22632,11.55524,30.08729,15.02323,867.25574,2805.896
2989.42603,12.21733,30.08728,15.0232,867.26935,2805.896
2989.62158,12.88611,30.08727,15.02318,867.28333,2805.87769
2989.81641,13.53156,30.08725,15.02315,867.29504,2805.87769
2990.01611,14.21234,30.08724,15.02313,867.30487,2805.87769
2990.21606,14.89723,30.08723,15.02311,867.31458,2805.87769
2990.41626,15.56884,30.08722,15.02309,867.32861,2805.87769
2990.61621,16.26113,30.0872,15.02305,867.34753,2805.85938
2990.81641,16.93287,30.08718,15.02301,867.36536,2805.85938
2991.01611,17.62367,30.08717,15.02299,867.37628,2805.85938
2991.21631,18.29557,30.08717,15.02298,867.38257,2805.85938
2991.41602,18.98515,30.08715,15.02296,867.39349,2805.85938
2991.6167,19.65722,30.08714,15.02292,867.41101,2805.84131
2991.81592,20.33932,30.08712,15.0229,867.42322,2805.84131
2992.01611,21.00553,30.08712,15.0229,867.42303,2805.84131
2992.21631,21.68152,30.08713,15.0229,867.42114,2805.84131
2992.41626,22.35467,30.08712,15.02289,867.42755,2805.84131
2992.61646,23.00813,30.08711,15.02288,867.4303,2805.823
2992.81641,23.6768,30.08713,15.0229,867.41888,2805.823
2993.01685,24.34866,30.08714,15.02293,867.40631,2805.823
2993.21631,25.00771,30.08714,15.02294,867.40027,2805.823
2993.41602,25.66517,30.08716,15.02297,867.38617,2805.823
2993.61621,26.32615,30.08718,15.02301,867.36365,2805.80396
2993.80176,26.95147,30.0872,15.02305,867.3457,2805.80396
2994.00635,27.59589,30.08722,15.02308,867.32611,2805.80396
2994.20605,28.24419,30.08724,15.02313,867.30225,2805.80396
2994.40601,28.89156,30.08727,15.02318,867.27954,2805.80396
2994.60156,29.52474,30.08729,15.02322,867.2572,2805.7854
2994.80615,30.17941,30.08731,15.02326,867.24042,2805.7854
2995.00635,30.79464,30.08732,15.02328,867.22498,2805.7854
2995.2063,31.41451,30.08734,15.02332,867.21033,2805.7854
2995.40649,32.03468,30.08734,15.02332,867.21106,2805.7854
2995.60645,32.66315,30.08734,15.02332,867.20837,2805.76709
2995.80591,33.27582,30.08734,15.02331,867.21368,2805.76709
2996.00635,33.88514,30.08732,15.02327,867.23438,2805.76709
2996.20605,34.49891,30.08731,15.02325,867.24573,2805.76709
2996.40576,35.10569,30.08727,15.0232,867.27466,2805.76709
2996.60596,35.69849,30.08725,15.02314,867.29987,2805.74878
2996.8064,36.29244,30.08722,15.0231,867.3255,2805.74878
2997.01587,36.91238,30.08719,15.02303,867.36053,2805.74878
2997.21631,37.4976,30.08717,15.02298,867.38306,2805.74878
2997.4165,38.08072,30.08714,15.02293,867.40912,2805.74878
2997.6167,38.66182,30.08712,15.02289,867.42584,2805.73022
2997.82642,39.28444,30.08711,15.02287,867.43646,2805.73022
2998.02588,39.85457,30.0871,15.02286,867.44073,2805.73022
2998.22607,40.42641,30.08711,15.02287,867.43463,2805.73022
2998.42651,40.99986,30.08712,15.0229,867.42163,2805.73022
2998.62671,41.55278,30.08714,15.02293,867.40247,2805.71167
2998.82666,42.11089,30.08717,15.02298,867.37769,2805.71167
2999.02637,42.65864,30.08719,15.02302,867.35675,2805.71167
2999.23682,43.26921,30.08722,15.02308,867.32892,2805.71167
2999.43604,43.79349,30.08723,15.02311,867.31299,2805.71167
2999.63672,44.3382,30.08725,15.02315,867.29657,2805.69287
2999.83667,44.90551,30.08726,15.02316,867.29083,2805.69287
3000.03687,45.41378,30.08726,15.02316,867.29053,2805.69287
3000.23657,45.94499,30.08725,15.02314,867.29938,2805.69287
3000.43604,46.47012,30.08724,15.02312,867.31287,2805.69287
3000.63696,46.98381,30.08722,15.02308,867.33289,2805.67407
3000.82666,47.50022,30.08719,15.02304,867.35486,2805.67407
3001.02686,47.99469,30.08717,15.02299,867.37958,2805.67407
3001.22705,48.51656,30.08715,15.02295,867.39789,2805.67407
3001.42676,49.04091,30.08713,15.02291,867.4162,2805.67407
3001.63696,49.58352,30.08713,15.02291,867.41852,2805.65552
3001.83667,50.07574,30.08712,15.02289,867.42584,2805.65552
3002.02661,50.55021,30.08713,15.02291,867.41583,2805.65552
3002.22681,51.0434,30.08715,15.02296,867.38776,2805.65552
3002.43677,51.57512,30.0872,15.02305,867.34082,2805.65552
3002.63672,52.06615,30.08725,15.02314,867.29785,2805.63672
3002.8269,52.55509,30.08729,15.02322,867.25519,2805.63672
3003.02686,53.02716,30.08732,15.02329,867.22058,2805.63672
3003.22705,53.51222,30.08736,15.02336,867.18372,2805.63672
3003.42627,53.99536,30.08739,15.02342,867.15259,2805.63672
3003.62646,54.47662,30.08742,15.02348,867.12683,2805.61792
3003.83691,55.00138,30.08746,15.02355,867.08838,2805.61792
3004.03613,55.49518,30.0875,15.02364,867.04303,2805.61792
3004.23657,55.99635,30.08756,15.02375,866.98761,2805.61792
3004.43652,56.4861,30.08761,15.02385,866.9342,2805.61792
3004.63672,56.95783,30.08766,15.02394,866.88885,2805.59888
3004.84644,57.44167,30.0877,15.02403,866.84729,2805.59888
3005.04663,57.88522,30.08773,15.02409,866.81799,2805.59888
3005.24683,58.32541,30.08776,15.02415,866.78864,2805.59888
3005.44678,58.75782,30.08779,15.02419,866.76678,2805.59888
3005.64673,59.19595,30.0878,15.02423,866.74951,2805.58008
3005.84644,59.64405,30.08782,15.02427,866.72565,2805.58008
3006.04663,60.09972,30.08785,15.02432,866.69873,2805.58008
3006.24683,60.55847,30.08788,15.02439,866.66687,2805.58008
3006.44678,61.00301,30.08791,15.02445,866.63696,2805.58008
3006.64697,61.43366,30.08794,15.0245,866.6073,2805.56128
3006.84644,61.85072,30.08798,15.02458,866.57135,2805.56128
3007.04688,62.26076,30.08802,15.02466,866.52551,2805.56128
3007.24658,62.68277,30.08808,15.02477,866.46973,2805.56128
3007.44678,63.12898,30.08814,15.02489,866.41016,2805.56128
3007.64673,63.57412,30.08821,15.02502,866.34149,2805.56128
3007.84644,64.00591,30.08827,15.02514,866.28662,2805.54224
3008.04712,64.41853,30.0883,15.0252,866.25641,2805.54224
3008.24683,64.81435,30.08831,15.02521,866.2525,2805.54224
3008.44702,65.19973,30.08829,15.02518,866.27319,2805.54224
3008.64673,65.58684,30.08826,15.02512,866.30145,2805.54224
3008.84644,65.98162,30.08823,15.02507,866.32355,2805.52368
3009.04688,66.37801,30.08822,15.02505,866.33667,2805.52368
3009.24658,66.76811,30.08822,15.02505,866.33429,2805.52368
3009.44702,67.15204,30.08824,15.02509,866.31036,2805.52368
3009.64648,67.51631,30.08829,15.02517,866.26923,2805.52368
3009.84668,67.86317,30.08834,15.02527,866.21674,2805.50415
3010.04614,68.2044,30.0884,15.0254,866.15002,2805.50415
3010.24609,68.55542,30.08846,15.02552,866.08948,2805.50415
3010.44629,68.92559,30.08851,15.02562,866.04419,2805.50415
3010.64648,69.30704,30.08854,15.02567,866.01868,2805.50415
3010.84619,69.71085,30.08856,15.0257,866.00427,2805.48535
3011.04663,70.05994,30.08855,15.0257,866.0094,2805.48535
3011.24634,70.40544,30.08852,15.02563,866.04382,2805.48535
0,0,0,0,0,0
3036.56665,0.51214,30.08739,15.02341,867.16248,2933.78027
3036.76636,0.72429,30.08739,15.02341,867.16302,2933.7688
3036.96606,0.72429,30.08739,15.02341,867.16357,2933.7688
3037.16626,1.02431,30.08739,15.02341,867.16431,2933.7688
3037.36597,1.14522,30.08738,15.02341,867.1651,2933.7688
3037.56592,1.35505,30.08738,15.02341,867.16589,2933.7688
3037.76611,1.61961,30.08738,15.0234,867.16663,2933.7688
3037.96582,1.91635,30.08738,15.0234,867.16718,2933.75537
3038.16602,2.23249,30.08738,15.0234,867.16791,2933.75537
3038.36597,2.56085,30.08738,15.0234,867.16882,2933.75537
3038.56592,2.9422,30.08738,15.0234,867.16992,2933.75537
3038.76587,3.31926,30.08738,15.0234,867.1712,2933.75537
3038.96631,3.76369,30.08737,15.02339,867.17279,2933.7395
3039.16602,4.19232,30.08737,15.02339,867.1748,2933.7395
3039.36597,4.72201,30.08737,15.02338,867.17731,2933.7395
3039.56592,5.198,30.08737,15.02338,867.1803,2933.7395
3039.76636,5.72629,30.08736,15.02337,867.1839,2933.7395
3039.96582,6.2519,30.08736,15.02336,867.18811,2933.72241
3040.16577,6.79478,30.08736,15.02335,867.19293,2933.72241
3040.36621,7.36893,30.08735,15.02334,867.19824,2933.72241
3040.56592,7.95111,30.08735,15.02333,867.20404,2933.72241
3040.76636,8.55503,30.08734,15.02332,867.20996,2933.72241
3040.96606,9.16209,30.08733,15.02331,867.21619,2933.70435
3041.16602,9.77171,30.08733,15.02329,867.22296,2933.70435
3041.36621,10.39605,30.08732,15.02328,867.2312,2933.70435
3041.56616,11.04451,30.08731,15.02326,867.24152,2933.70435
3041.7666,11.67943,30.08729,15.02323,867.25409,2933.70435
3041.96606,12.31357,30.08728,15.02321,867.26794,2933.68628
3042.16602,12.96729,30.08727,15.02318,867.28082,2933.68628
3042.36572,13.60888,30.08726,15.02316,867.29144,2933.68628
3042.56592,14.25841,30.08725,15.02314,867.30078,2933.68628
3042.76587,14.91483,30.08724,15.02312,867.31238,2933.68628
3042.96606,15.56042,30.08722,15.02309,867.3291,2933.66772
3043.16577,16.21266,30.0872,15.02305,867.34882,2933.66772
3043.36621,16.86301,30.08718,15.02302,867.36462,2933.66772
3043.56616,17.51917,30.08717,15.023,867.37305,2933.66772
3043.76611,18.16607,30.08717,15.02298,867.37988,2933.66772
3043.96606,18.80466,30.08715,15.02296,867.39349,2933.64917
3044.16602,19.45601,30.08714,15.02292,867.41119,2933.64917
3044.36597,20.10583,30.08713,15.0229,867.42041,2933.64917
3044.56592,20.74162,30.08713,15.02291,867.41852,2933.64917
3044.76611,21.38917,30.08713,15.02291,867.41901,2933.64917
3044.96582,22.0296,30.08712,15.02289,867.42712,2933.63062
3045.16626,22.66351,30.08712,15.02289,867.42761,2933.63062
3045.36597,23.29705,30.08713,15.02291,867.41473,2933.63062
3045.56592,23.93575,30.08714,15.02293,867.40356,2933.63062
3045.76587,24.56853,30.08715,15.02294,867.39777,2933.63062
3045.96631,25.20103,30.08716,15.02297,867.38214,2933.61182
3046.16602,25.82819,30.08718,15.02302,867.35931,2933.61182
3046.36621,26.45537,30.0872,15.02306,867.34094,2933.61182
3046.56616,27.0777,30.08722,15.0231,867.32037,2933.61182
3046.76636,27.69079,30.08725,15.02314,867.29584,2933.61182
3046.96582,28.3045,30.08727,15.02319,867.27246,2933.59351
3047.16602,28.91879,30.08729,15.02324,867.24982,2933.59351
3047.36621,29.52474,30.08731,15.02327,867.2337,2933.59351
3047.56592,30.12722,30.08733,15.0233,867.21869,2933.59351
3047.76611,30.73069,30.08734,15.02333,867.20386,2933.59351
3047.96606,31.32672,30.08735,15.02333,867.20453,2933.5752
3048.16577,31.91983,30.08735,15.02333,867.20233,2933.5752
3048.36621,32.5102,30.08735,15.02333,867.20465,2933.5752
3048.56592,33.09004,30.08733,15.02329,867.22449,2933.5752
3048.76611,33.67547,30.08732,15.02327,867.2348,2933.5752
3048.96582,34.25089,30.08729,15.02323,867.25964,2933.55664
3049.16577,34.82435,30.08726,15.02317,867.28796,2933.55664
3049.3667,35.39222,30.08724,15.02313,867.3103,2933.55664
3049.56616,35.96206,30.08721,15.02306,867.34393,2933.55664
3049.76587,36.5266,30.08718,15.02301,867.36737,2933.55664
3049.96631,37.08963,30.08715,15.02296,867.39215,2933.53784
3050.16602,37.6512,30.08714,15.02292,867.41162,2933.53784
3050.36646,38.21137,30.08712,15.0229,867.42419,2933.53784
3050.56616,38.77023,30.08712,15.02289,867.42834,2933.53784
3050.76636,39.32448,30.08711,15.02288,867.43005,2933.53784
3050.96631,39.87761,30.08713,15.02291,867.41571,2933.51953
3051.1665,40.42641,30.08714,15.02293,867.40631,2933.51953
3051.36646,40.96786,30.08717,15.02298,867.37915,2933.51953
3051.56641,41.50225,30.08718,15.02301,867.36212,2933.51953
3051.76611,42.03295,30.08721,15.02307,867.33453,2933.51953
3051.96631,42.5663,30.08723,15.0231,867.31708,2933.50098
3052.16602,43.09608,30.08725,15.02314,867.29749,2933.50098
3052.36646,43.61943,30.08726,15.02316,867.28754,2933.50098
3052.56592,44.13658,30.08727,15.02318,867.28192,2933.50098
3052.76611,44.65067,30.08726,15.02317,867.28424,2933.50098
3052.96606,45.16181,30.08725,15.02315,867.29529,2933.48218
3053.16626,45.66724,30.08724,15.02313,867.30756,2933.48218
3053.36621,46.16997,30.08722,15.02308,867.33038,2933.48218
3053.56641,46.67009,30.0872,15.02305,867.34613,2933.48218
3053.76636,47.1677,30.08718,15.023,867.37158,2933.48218
3053.96655,47.66562,30.08717,15.02298,867.38269,2933.46387
3054.1665,48.15566,30.08715,15.02294,867.40027,2933.46387
3054.36621,48.64885,30.08714,15.02294,867.4035,2933.46387
3054.56616,49.13443,30.08714,15.02293,867.40698,2933.46387
3054.77661,49.6681,30.08715,15.02295,867.3938,2933.46387
3054.97632,50.13857,30.08718,15.02302,867.35754,2933.44507
3055.17627,50.6254,30.08723,15.02311,867.30896,2933.44507
3055.37598,51.11016,30.08727,15.0232,867.26752,2933.44507
3055.57593,51.59037,30.08732,15.02329,867.22235,2933.44507
3055.77588,52.06363,30.08736,15.02336,867.18604,2933.44507
3055.97607,52.53762,30.08739,15.02343,867.15118,2933.44507
3056.17627,53.00737,30.08743,15.0235,867.11554,2933.42627
3056.38599,53.50487,30.08746,15.02356,867.08521,2933.42627
3056.58618,53.96864,30.08749,15.02363,867.05066,2933.42627
3056.78638,54.43085,30.08753,15.02369,867.0163,2933.42627
3056.98608,54.89157,30.08757,15.02377,866.9762,2933.42627
3057.18604,55.35082,30.08761,15.02385,866.93524,2933.40723
3057.38623,55.80629,30.08766,15.02395,866.88733,2933.40723
3057.58618,56.26041,30.08771,15.02404,866.83899,2933.40723
3057.78613,56.71089,30.08775,15.02413,866.79614,2933.40723
3057.98633,57.16012,30.0878,15.02422,866.75006,2933.40723
3058.18726,57.59901,30.08784,15.02429,866.71423,2933.38867
3058.38623,58.03458,30.08787,15.02435,866.68451,2933.38867
3058.58618,58.46018,30.08789,15.0244,866.65997,2933.38867
3058.78613,58.88047,30.08791,15.02444,866.64166,2933.38867
3058.98657,59.29336,30.08792,15.02446,866.62982,2933.38867
3059.18628,59.699,30.08793,15.02448,866.62372,2933.37012
3059.38623,60.09099,30.08794,15.0245,866.61029,2933.37012
3059.58618,60.47177,30.08797,15.02454,866.5874,2933.37012
3059.78613,60.85447,30.088,15.02461,866.55365,2933.37012
3059.98633,61.24549,30.08805,15.02471,866.50098,2933.37012
3060.18652,61.65105,30.08811,15.02483,866.44061,2933.35107
3060.38647,62.0603,30.08817,15.02494,866.38232,2933.35107
3060.58618,62.46267,30.08822,15.02505,866.32806,2933.35107
3060.78613,62.8416,30.08826,15.02512,866.29395,2933.35107
3060.98633,63.19336,30.08827,15.02514,866.28943,2933.35107
3061.18677,63.52871,30.08825,15.02511,866.30847,2933.33203
3061.38623,63.8623,30.08822,15.02505,866.33881,2933.33203
3061.58667,64.21255,30.08819,15.02498,866.3714,2933.33203
3061.78613,64.56293,30.08817,15.02494,866.39368,2933.33203
3061.98633,64.90737,30.08815,15.02491,866.40454,2933.33203
3062.18604,65.24799,30.08816,15.02492,866.39856,2933.31323
3062.38623,65.61083,30.08819,15.02498,866.36639,2933.31323
3062.58618,65.99156,30.08825,15.02511,866.29694,2933.31323
3062.78613,66.38789,30.08834,15.02529,866.20361,2933.31323
3062.98608,66.77793,30.08844,15.02547,866.11621,2933.31323
3063.18628,67.14227,30.08851,15.02562,866.04132,2933.29395
3063.38623,67.49105,30.08856,15.02571,865.99518,2933.29395
3063.58667,67.82837,30.08858,15.02576,865.97626,2933.29395
3063.78638,68.1563,30.08858,15.02574,865.98596,2933.29395
3063.98608,68.46927,30.08855,15.02568,866.01917,2933.29395
3064.18628,68.7789,30.0885,15.02559,866.06592,2933.27466
3064.38599,69.07956,30.08845,15.02549,866.11548,2933.27466
0,0,0,0,0,0
3114.45581,0.5209,30.09325,25.0232,867.27014,1810.86267
3114.65576,0.5209,30.09325,25.0232,867.27051,1810.86267
